exo_circ_ID	CircRNA	PAAD1	PAAD2	PAAD3	PAAD4	PAAD5	PAAD6	PAAD7	PAAD8	PAAD9	PAAD10	PAAD11	PAAD12	PAAD13	PAAD14
exo_circ_009527	chr1:218434337-218437496:+	153.078	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009529	chr1:223759269-223772239:+	0	172.15	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009543	chr1:243270091-243344331:+	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_009545	chr1:243645892-243735747:-	0	0	0	0	0	166.453	0	0	0	0	0	0	0	0
exo_circ_009547	chr1:244409484-244424387:-	0	194.221	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009551	chr1:246193674-246207459:-	0	0	0	191.072	0	0	0	0	0	0	0	0	0	0
exo_circ_009553	chr1:246726891-246759151:+	0	0	0	0	0	0	0	185.492	0	0	0	0	0	0
exo_circ_009564	chr1:35014696-35030713:-	0	0	0	0	0	0	147.383	0	0	0	0	0	0	0
exo_circ_009567	chr1:39254297-39319747:+	0	0	0	0	192.997	0	0	0	0	0	0	0	0	0
exo_circ_009588	chr1:55098475-55100964:-	0	0	0	0	0	0	0	145.168	0	0	0	0	0	0
exo_circ_009602	chr1:68144568-68194227:-	0	0	0	0	0	0	0	0	0	0	145.402	0	0	0
exo_circ_009607	chr1:77917959-77942818:+	0	0	0	191.072	0	0	0	0	0	0	0	0	0	0
exo_circ_009612	chr1:88784638-88804921:+	0	0	0	171.965	0	0	0	0	0	0	0	0	0	0
exo_circ_009616	chr1:89668160-89697875:+	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_009617	chr1:90937484-90941309:-	0	0	0	0	0	0	0	189.525	0	0	0	0	0	0
exo_circ_009618	chr1:92107883-92129776:+	175.48	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009619	chr1:92624175-92704744:-	0	0	0	0	0	0	147.383	0	0	0	0	0	0	0
exo_circ_009628	chr2:101812368-101829594:+	0	0	0	0	0	0	153.934	0	0	0	0	0	0	0
exo_circ_009629	chr2:101839818-101844311:+	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_009633	chr2:106021626-106041566:+	0	0	0	0	0	0	0	173.395	0	0	0	0	0	0
exo_circ_009634	chr2:106801419-106834146:-	0	0	0	0	0	0	147.383	0	0	0	0	0	0	0
exo_circ_009637	chr2:110649233-110674365:-	138.143	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009638	chr2:111944959-111968252:+	0	0	0	0	0	0	137.558	0	0	0	0	0	0	0
exo_circ_009651	chr2:128172572-128182290:+	0	0	0	0	0	0	157.209	0	0	0	0	0	0	0
exo_circ_009663	chr2:152133172-152135603:-	0	0	0	143.304	0	0	0	0	0	0	0	0	0	0
exo_circ_009673	chr2:169606038-169608758:+	0	0	0	0	178.151	0	0	0	0	0	0	0	0	0
exo_circ_009688	chr2:189719571-189719813:+	0	141.252	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009701	chr2:200957400-200959440:-	0	141.252	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009718	chr2:218573720-218587695:+	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_009719	chr2:219451135-219464608:+	0	0	0	0	0	160.713	0	0	0	0	0	0	0	0
exo_circ_009727	chr2:232300039-232307717:+	0	150.08	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009729	chr2:235908737-235968623:+	0	0	0	0	0	0	150.658	0	0	0	0	0	0	0
exo_circ_009735	chr2:24673365-24683128:+	0	0	141.104	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009739	chr2:27465410-27471095:-	141.877	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009744	chr2:33293159-33347510:+	138.143	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009746	chr2:36883931-36886826:-	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_009752	chr2:39022569-39035500:-	0	0	0	0	133.613	0	0	0	0	0	0	0	0	0
exo_circ_009762	chr2:43960540-43963706:-	0	132.423	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009768	chr2:55295596-55301904:-	0	0	0	0	0	0	0	137.103	0	0	0	0	0	0
exo_circ_009780	chr2:66437736-66516110:+	0	0	0	162.411	0	0	0	0	0	0	0	0	0	0
exo_circ_009781	chr2:68186467-68217131:-	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_009790	chr2:85356966-85377474:+	0	180.979	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009797	chr2:9358755-9388546:+	0	0	0	0	0	0	0	157.265	0	0	0	0	0	0
exo_circ_009811	chr3:108060744-108080344:-	0	0	0	0	0	0	0	177.427	0	0	0	0	0	0
exo_circ_009817	chr3:11331339-11380052:+	0	141.252	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009818	chr3:113566419-113580709:+	156.811	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009827	chr3:129578328-129586272:-	0	185.393	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009834	chr3:138542690-138571356:-	138.143	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009847	chr3:152841772-152857754:+	0	0	0	181.519	0	0	0	0	0	0	0	0	0	0
exo_circ_009848	chr3:155494140-155500794:-	194.148	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009862	chr3:170381243-170390464:+	145.611	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009868	chr3:172754508-172783909:+	0	0	0	0	0	149.234	0	0	0	0	0	0	0	0
exo_circ_009877	chr3:182859161-182889548:+	0	172.15	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009881	chr3:183752072-183786301:+	0	0	0	0	133.613	0	0	0	0	0	0	0	0	0
exo_circ_009883	chr3:183758861-183790980:+	0	172.15	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009899	chr3:194427074-194430181:-	0	0	0	0	0	0	0	169.362	0	0	0	0	0	0
exo_circ_009903	chr3:196923413-196930968:+	0	0	0	133.751	0	0	0	0	0	0	0	0	0	0
exo_circ_009904	chr3:197090911-197100236:-	0	0	0	0	0	0	0	137.103	0	0	0	0	0	0
exo_circ_009913	chr3:28267548-28298350:+	0	0	0	0	0	0	0	0	0	0	0	0	181.202	0
exo_circ_009920	chr3:33812071-33828969:+	0	0	0	0	0	189.412	0	0	0	0	0	0	0	0
exo_circ_009921	chr3:33812071-33838327:+	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_009926	chr3:38193281-38198863:+	0	0	0	0	0	0	0	133.07	0	0	0	0	0	0
exo_circ_009929	chr3:41681507-41717861:-	0	0	0	0	148.459	0	0	0	0	0	0	0	0	0
exo_circ_009933	chr3:42619019-42632823:+	190.414	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009935	chr3:45446890-45458886:+	0	0	0	171.965	0	0	0	0	0	0	0	0	0	0
exo_circ_009938	chr3:47088112-47106120:-	0	0	181.419	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009942	chr3:4766529-4800600:+	0	0	0	0	0	0	0	189.525	0	0	0	0	0	0
exo_circ_009944	chr3:48451728-48454418:+	0	0	0	0	163.305	0	0	0	0	0	0	0	0	0
exo_circ_009946	chr3:50090381-50093875:+	0	0	176.38	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009948	chr3:51541497-51552063:+	0	0	0	0	0	0	0	165.33	0	0	0	0	0	0
exo_circ_009952	chr3:53311108-53312379:-	0	150.08	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009957	chr3:56660730-56671692:-	0	0	0	0	0	177.932	0	0	0	0	0	0	0	0
exo_circ_009959	chr3:57641652-57661551:-	0	0	0	0	178.151	0	0	0	0	0	0	0	0	0
exo_circ_009970	chr3:71007815-71053773:-	0	0	0	0	0	0	0	181.46	0	0	0	0	0	0
exo_circ_009978	chr4:102650536-102665616:-	0	0	0	0	0	0	0	165.33	0	0	0	0	0	0
exo_circ_009980	chr4:103050239-103067592:-	0	0	0	0	192.997	0	0	0	0	0	0	0	0	0
exo_circ_009989	chr4:112562370-112584174:-	0	0	0	0	0	0	0	0	0	0	164.367	0	0	0
exo_circ_009990	chr4:112646350-112654159:+	0	0	0	0	178.151	0	0	0	0	0	0	0	0	0
exo_circ_009995	chr4:121813233-121814047:+	175.48	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010000	chr4:122279774-122301397:+	0	0	0	0	0	0	137.558	0	0	0	0	0	0	0
exo_circ_010008	chr4:13460698-13479526:-	0	150.08	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010016	chr4:142423695-142462726:-	0	0	0	0	0	0	167.034	0	0	0	0	0	0	0
exo_circ_010028	chr4:153702375-153723294:+	0	0	0	0	0	172.193	0	0	0	0	0	0	0	0
exo_circ_010029	chr4:155793855-155804747:+	0	0	0	0	0	166.453	0	0	0	0	0	0	0	0
exo_circ_010030	chr4:155793855-155805229:+	0	0	0	0	185.574	0	0	0	0	0	0	0	0	0
exo_circ_010036	chr4:16728623-16759260:-	0	176.565	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010053	chr4:3180514-3189093:+	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_010069	chr4:48149556-48163767:-	0	0	0	0	178.151	0	0	0	0	0	0	0	0	0
exo_circ_010079	chr4:56474053-56474391:+	0	0	0	0	0	0	157.209	0	0	0	0	0	0	0
exo_circ_010086	chr4:80054271-80071654:-	190.414	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010092	chr4:88019457-88043457:+	0	0	0	0	0	0	140.833	0	0	0	0	0	0	0
exo_circ_010095	chr4:88746931-88758901:-	0	0	0	0	0	149.234	0	0	0	0	0	0	0	0
exo_circ_010112	chr5:126914929-126918227:-	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_010121	chr5:137658130-137709856:-	0	0	0	0	0	172.193	0	0	0	0	0	0	0	0
exo_circ_010132	chr5:147620665-147632778:-	0	0	0	0	0	0	140.833	0	0	0	0	0	0	0
exo_circ_010140	chr5:151746278-151751779:-	0	0	0	0	0	149.234	0	0	0	0	0	0	0	0
exo_circ_010154	chr5:171917576-171997051:-	0	0	0	0	0	137.754	0	0	0	0	0	0	0	0
exo_circ_010156	chr5:172924004-172926569:+	0	0	141.104	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010157	chr5:176951473-176970866:-	0	132.423	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010160	chr5:178612415-178613843:-	0	0	0	0	0	0	0	145.168	0	0	0	0	0	0
exo_circ_010168	chr5:31995575-32000271:+	0	185.393	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010176	chr5:37108292-37187572:-	0	0	0	171.965	0	0	0	0	0	0	0	0	0	0
exo_circ_010194	chr5:56859714-56865456:+	0	172.15	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010197	chr5:60450186-60505101:-	0	0	0	0	0	143.494	0	0	0	0	0	0	0	0
exo_circ_010203	chr5:69113139-69128132:+	0	0	0	0	163.305	0	0	0	0	0	0	0	0	0
exo_circ_010205	chr5:71501561-71502791:+	0	0	0	0	133.613	0	0	0	0	0	0	0	0	0
exo_circ_010215	chr5:76562395-76606303:+	0	0	0	0	0	0	160.484	0	0	0	0	0	0	0
exo_circ_010222	chr5:81092800-81109078:+	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_010225	chr5:886591-891854:-	0	0	0	0	0	0	0	185.492	0	0	0	0	0	0
exo_circ_010227	chr5:94779109-94868452:-	138.143	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010238	chr6:109716444-109766895:+	0	0	0	0	0	0	134.282	0	0	0	0	0	0	0
exo_circ_010248	chr6:125966886-125974973:+	0	0	0	191.072	0	0	0	0	0	0	0	0	0	0
exo_circ_010249	chr6:126112865-126174911:+	0	0	141.104	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010251	chr6:128067518-128089992:-	186.68	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010258	chr6:135037810-135042126:-	0	0	0	143.304	0	0	0	0	0	0	0	0	0	0
exo_circ_010261	chr6:135198907-135204138:+	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_010266	chr6:143748984-143774215:+	0	0	0	0	141.036	0	0	0	0	0	0	0	0	0
exo_circ_010274	chr6:149512154-149535738:-	0	0	0	0	0	137.754	0	0	0	0	0	0	0	0
exo_circ_010275	chr6:150926121-150926295:+	0	0	0	0	0	137.754	0	0	0	0	0	0	0	0
exo_circ_010279	chr6:152413351-152417015:-	0	0	0	0	0	0	160.484	0	0	0	0	0	0	0
exo_circ_010284	chr6:157212505-157216793:+	0	0	0	191.072	0	0	0	0	0	0	0	0	0	0
exo_circ_010289	chr6:160075846-160080275:+	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_010290	chr6:161080880-161102779:+	0	0	0	0	0	0	183.41	0	0	0	0	0	0	0
exo_circ_010291	chr6:163449376-163490557:+	0	0	0	0	192.997	0	0	0	0	0	0	0	0	0
exo_circ_010312	chr6:41071131-41072334:-	0	0	0	0	0	0	157.209	0	0	0	0	0	0	0
exo_circ_010313	chr6:41871563-41909522:-	0	0	0	0	155.882	0	0	0	0	0	0	0	0	0
exo_circ_010316	chr6:43497880-43503706:+	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_010323	chr6:6174579-6174867:-	0	0	0	0	0	0	170.309	0	0	0	0	0	0	0
exo_circ_010327	chr6:70748087-70773425:+	0	0	0	0	0	0	163.759	0	0	0	0	0	0	0
exo_circ_010333	chr6:79491587-79493750:-	0	0	0	0	133.613	0	0	0	0	0	0	0	0	0
exo_circ_010345	chr6:89083752-89084577:+	0	0	166.301	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010366	chr7:12214808-12224385:+	0	0	0	0	0	0	0	177.427	0	0	0	0	0	0
exo_circ_010367	chr7:127698874-127721400:+	0	0	0	0	0	0	0	0	0	0	151.723	0	0	0
exo_circ_010369	chr7:128989960-128993914:-	0	0	0	0	192.997	0	0	0	0	0	0	0	0	0
exo_circ_010370	chr7:129409475-129413688:+	0	0	0	0	0	0	0	161.297	0	0	0	0	0	0
exo_circ_010375	chr7:138504289-138551180:+	0	0	0	0	170.728	0	0	0	0	0	0	0	0	0
exo_circ_010385	chr7:157167307-157178847:+	0	0	136.064	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010386	chr7:158735502-158748280:-	138.143	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010389	chr7:16216065-16308627:-	0	0	0	133.751	0	0	0	0	0	0	0	0	0	0
exo_circ_010397	chr7:26191421-26192338:-	0	0	0	133.751	0	0	0	0	0	0	0	0	0	0
exo_circ_010408	chr7:5491230-5505630:-	0	0	0	0	0	0	0	0	0	0	151.723	0	0	0
exo_circ_010415	chr7:73700377-73709122:-	0	0	0	0	0	0	176.86	0	0	0	0	0	0	0
exo_circ_010416	chr7:7582629-7589552:+	0	176.565	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010417	chr7:7588497-7606071:+	0	0	0	0	0	149.234	0	0	0	0	0	0	0	0
exo_circ_010420	chr7:77360823-77406105:-	0	163.322	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010422	chr7:77920278-77953894:+	0	0	0	0	0	0	0	141.135	0	0	0	0	0	0
exo_circ_010430	chr7:92725625-92759688:-	0	0	0	0	0	0	0	161.297	0	0	0	0	0	0
exo_circ_010434	chr8:10096243-10140759:+	0	0	181.419	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010435	chr8:102311298-102329399:-	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_010439	chr8:106679209-106707145:+	0	0	141.104	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010442	chr8:107438212-107445415:-	0	0	0	0	192.997	0	0	0	0	0	0	0	0	0
exo_circ_010448	chr8:116856645-116857473:-	194.148	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010462	chr8:127218809-127224684:-	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_010466	chr8:130236921-130332314:-	0	0	0	0	0	0	0	161.297	0	0	0	0	0	0
exo_circ_010468	chr8:131940498-131959663:+	171.746	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010473	chr8:141151618-141160787:+	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_010474	chr8:141163332-141165289:+	0	0	0	0	141.036	0	0	0	0	0	0	0	0	0
exo_circ_010479	chr8:17965998-17986087:+	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_010485	chr8:22511085-22533018:+	0	0	0	0	185.574	0	0	0	0	0	0	0	0	0
exo_circ_010500	chr8:42398711-42399703:+	0	0	0	143.304	0	0	0	0	0	0	0	0	0	0
exo_circ_010506	chr8:48029798-48049978:+	0	0	166.301	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010512	chr8:67074242-67086110:+	0	0	0	0	0	0	0	133.07	0	0	0	0	0	0
exo_circ_010513	chr8:67093542-67112065:+	0	0	0	0	0	172.193	0	0	0	0	0	0	0	0
exo_circ_010516	chr8:67149782-67172555:+	0	154.494	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010536	chr8:99170038-99193057:+	0	0	0	0	0	0	0	177.427	0	0	0	0	0	0
exo_circ_010539	chr8:99641810-99642826:+	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_010566	chr9:125227909-125232745:+	0	145.666	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010574	chr9:129849812-129865381:+	0	150.08	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010578	chr9:131146128-131178410:+	0	0	0	0	0	0	0	0	0	0	0	0	181.202	0
exo_circ_010580	chr9:131621795-131643417:-	0	189.807	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010587	chr9:16035456-16042920:+	0	0	146.143	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010588	chr9:17394533-17409473:+	0	0	0	171.965	0	0	0	0	0	0	0	0	0	0
exo_circ_010591	chr9:2804238-2827151:-	0	0	0	0	0	0	0	185.492	0	0	0	0	0	0
exo_circ_010594	chr9:3330258-3416712:-	0	152.287	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010598	chr9:5078305-5090911:+	0	0	0	0	0	160.713	0	0	0	0	0	0	0	0
exo_circ_010599	chr9:5080228-5090570:+	0	0	0	171.965	0	0	0	0	0	0	0	0	0	0
exo_circ_010600	chr9:6428201-6434173:+	0	0	0	0	0	0	0	0	0	0	0	0	181.202	0
exo_circ_010604	chr9:77890217-77908215:-	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_010606	chr9:85585462-85592704:-	0	0	0	0	0	0	160.484	0	0	0	0	0	0	0
exo_circ_010622	chr10:101792838-101813606:-	0	0	0	0	0	195.152	0	0	0	0	0	0	0	0
exo_circ_010631	chr10:110100624-110118736:+	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_010638	chr10:114545004-114547776:-	0	132.423	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010654	chr10:13492610-13500080:-	0	0	136.064	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010662	chr10:21726272-21742128:+	0	0	136.064	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010674	chr10:32271553-32274038:-	0	158.908	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010675	chr10:33254027-33270856:-	0	0	191.498	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010703	chr10:69359896-69377089:+	0	0	0	191.072	0	0	0	0	0	0	0	0	0	0
exo_circ_010711	chr10:76176174-76179919:+	0	0	0	0	0	0	170.309	0	0	0	0	0	0	0
exo_circ_010712	chr10:7762456-7774891:-	0	0	0	0	0	160.713	0	0	0	0	0	0	0	0
exo_circ_010721	chr10:91980453-91984404:+	0	0	0	0	0	0	176.86	0	0	0	0	0	0	0
exo_circ_010724	chr10:94344852-94358215:-	0	0	0	0	0	0	0	0	0	0	0	0	181.202	0
exo_circ_010734	chr11:103926911-104000255:-	0	0	0	0	0	0	137.558	0	0	0	0	0	0	0
exo_circ_010736	chr11:106978618-106986131:-	0	0	0	171.965	0	0	0	0	0	0	0	0	0	0
exo_circ_010740	chr11:110136662-110143898:+	0	0	0	0	178.151	0	0	0	0	0	0	0	0	0
exo_circ_010754	chr11:12220200-12224820:+	0	0	0	0	0	0	0	0	0	0	0	0	181.202	0
exo_circ_010762	chr11:16311017-16341252:-	0	0	0	0	0	0	0	0	0	0	164.367	0	0	0
exo_circ_010768	chr11:28036216-28083243:-	0	0	0	0	0	0	0	177.427	0	0	0	0	0	0
exo_circ_010780	chr11:4118319-4129150:+	0	0	0	0	0	0	0	0	0	0	0	0	181.202	0
exo_circ_010797	chr11:63718701-63721032:+	0	0	0	0	0	172.193	0	0	0	0	0	0	0	0
exo_circ_010815	chr11:93668807-93691775:+	0	0	0	0	155.882	0	0	0	0	0	0	0	0	0
exo_circ_010817	chr11:9403289-9410086:+	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_010825	chr12:10378131-10388875:-	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_010831	chr12:108535358-108544478:-	0	0	151.183	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010834	chr12:109175930-109176263:+	0	136.838	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010837	chr12:109497817-109498353:+	0	180.979	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010850	chr12:119752049-119761055:-	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_010855	chr12:120554717-120563070:+	0	0	0	0	0	0	0	0	0	0	0	0	166.102	0
exo_circ_010863	chr12:122477840-122492789:-	0	0	0	0	0	143.494	0	0	0	0	0	0	0	0
exo_circ_010895	chr12:2822793-2827884:+	0	154.494	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010896	chr12:2868562-2868754:-	0	0	0	0	0	0	0	161.297	0	0	0	0	0	0
exo_circ_010906	chr12:43768102-43777744:+	0	0	0	0	0	0	150.658	0	0	0	0	0	0	0
exo_circ_010914	chr12:48063709-48089293:-	0	0	0	0	0	183.672	0	0	0	0	0	0	0	0
exo_circ_010921	chr12:50704139-50714596:+	0	0	0	143.304	0	0	0	0	0	0	0	0	0	0
exo_circ_010924	chr12:5575833-5599629:-	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_010929	chr12:58044307-58072846:+	0	0	151.183	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010940	chr12:68733451-68742443:+	145.611	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010942	chr12:69755383-69800337:+	0	0	161.261	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010945	chr12:70576381-70581302:-	0	0	0	0	0	0	0	0	0	0	0	0	166.102	0
exo_circ_010953	chr12:89603042-89642355:-	0	0	0	0	0	0	0	157.265	0	0	0	0	0	0
exo_circ_010966	chr13:20061052-20062971:+	134.41	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010968	chr13:20596149-20601933:+	0	0	0	0	0	0	180.135	0	0	0	0	0	0	0
exo_circ_010977	chr13:29514352-29517790:-	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_010978	chr13:30630834-30637857:+	0	141.252	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010982	chr13:32379316-32380145:+	0	0	0	0	0	0	163.759	0	0	0	0	0	0	0
exo_circ_010990	chr13:40951328-40982282:-	0	0	0	0	155.882	0	0	0	0	0	0	0	0	0
exo_circ_011000	chr13:48360016-48367603:+	0	0	0	0	0	189.412	0	0	0	0	0	0	0	0
exo_circ_011002	chr13:49376966-49434223:-	0	0	0	0	0	0	170.309	0	0	0	0	0	0	0
exo_circ_011005	chr13:50927406-50956468:+	0	0	0	0	170.728	0	0	0	0	0	0	0	0	0
exo_circ_011008	chr13:52143914-52154173:-	0	0	0	0	0	0	153.934	0	0	0	0	0	0	0
exo_circ_011023	chr13:95925679-95999307:-	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_011025	chr13:98797114-98800478:-	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_011027	chr13:98853407-98856031:-	0	0	0	0	0	154.973	0	0	0	0	0	0	0	0
exo_circ_011028	chr14:100937402-100969545:+	164.279	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_011031	chr14:102018450-102020056:+	0	0	0	0	0	0	0	0	0	0	177.011	0	0	0
exo_circ_011032	chr14:102886188-102897401:+	168.012	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_011035	chr14:104031107-104042187:+	0	0	141.104	0	0	0	0	0	0	0	0	0	0	0
exo_circ_011069	chr14:55179628-55189180:-	0	0	0	0	0	0	0	173.395	0	0	0	0	0	0
exo_circ_011076	chr14:59266463-59274043:+	0	0	0	0	141.036	0	0	0	0	0	0	0	0	0
exo_circ_011077	chr14:59340073-59355333:+	0	0	0	0	0	0	137.558	0	0	0	0	0	0	0
exo_circ_011084	chr14:63998913-64022028:+	0	0	0	0	148.459	0	0	0	0	0	0	0	0	0
exo_circ_011087	chr14:64209427-64214470:+	0	0	0	0	0	0	0	0	0	0	189.654	0	0	0
exo_circ_011089	chr14:67208201-67225265:+	0	0	0	0	155.882	0	0	0	0	0	0	0	0	0
exo_circ_011107	chr14:75771733-75776850:+	0	0	0	143.304	0	0	0	0	0	0	0	0	0	0
exo_circ_011114	chr14:91313079-91314150:-	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_011116	chr14:91780798-91813825:-	0	0	0	0	133.613	0	0	0	0	0	0	0	0	0
exo_circ_011124	chr14:99458278-99459185:-	0	0	0	0	0	137.754	0	0	0	0	0	0	0	0
exo_circ_011125	chr15:101177033-101178980:-	0	0	0	0	0	0	0	0	0	0	0	0	151.002	0
exo_circ_011128	chr15:23021958-23027309:-	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_011129	chr15:25059154-25067531:+	0	0	0	0	0	0	167.034	0	0	0	0	0	0	0
exo_circ_011131	chr15:29708558-29726991:-	0	0	186.459	0	0	0	0	0	0	0	0	0	0	0
exo_circ_011135	chr15:34915037-34942080:-	0	0	0	0	0	0	153.934	0	0	0	0	0	0	0
exo_circ_011147	chr15:41452900-41453048:+	0	0	0	171.965	0	0	0	0	0	0	0	0	0	0
exo_circ_011161	chr15:48508581-48513668:-	0	0	0	0	0	0	0	0	0	0	164.367	0	0	0
exo_circ_011182	chr15:62020478-62033542:-	0	0	0	0	0	0	0	193.557	0	0	0	0	0	0
exo_circ_011195	chr15:71848844-71862611:-	0	167.736	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_011199	chr15:75620893-75621056:-	0	0	0	152.858	0	0	0	0	0	0	0	0	0	0
exo_circ_011203	chr15:78285260-78290099:-	0	0	0	0	0	149.234	0	0	0	0	0	0	0	0
exo_circ_011208	chr15:84538531-84555070:-	0	0	0	0	0	0	0	0	188.097	0	0	0	0	0
exo_circ_011217	chr15:92992858-93009323:+	0	141.252	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_011226	chr16:13934191-13944835:+	0	0	0	0	170.728	0	0	0	0	0	0	0	0	0
exo_circ_011232	chr16:19627693-19669299:+	0	0	0	0	0	160.713	0	0	0	0	0	0	0	0
exo_circ_011237	chr16:25252945-25255392:-	0	0	0	0	163.305	0	0	0	0	0	0	0	0	0
