exo_circ_ID	CircRNA	CRC1	CRC2	CRC3	CRC4	CRC5	CRC6	CRC7	CRC8	CRC9	CRC10	CRC11	CRC12
exo_circ_008779	chr3:10067208-10074673:+	337.56	0	0	0	0	0	0	0	0	0	0	0
exo_circ_008782	chr3:11306942-11315493:+	0	0	0	0	0	37.416	0	0	0	0	0	0
exo_circ_008783	chr3:11313303-11333093:+	0	38.721	0	0	0	0	0	0	0	0	0	0
exo_circ_008785	chr3:11809516-11809682:-	0	0	0	228.877	0	0	0	0	0	0	0	0
exo_circ_008788	chr3:127922949-127930283:+	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_008796	chr3:151350058-151365991:+	0	0	0	0	0	0	0	0	0	289.352	0	0
exo_circ_008830	chr3:45979704-45985022:-	0	290.408	0	35.212	0	0	0	0	0	0	0	0
exo_circ_008831	chr3:4766529-4788139:+	0	0	0	0	330.497	0	0	0	0	0	0	0
exo_circ_008834	chr3:48678563-48680229:-	0	0	0	0	0	0	0	0	0	0	140.384	0
exo_circ_008840	chr3:56566949-56594028:+	0	0	0	0	0	0	0	0	107.426	0	0	0
exo_circ_008852	chr4:130787-131505:+	0	0	0	0	0	0	0	0	0	0	0	194.499
exo_circ_008855	chr4:147906637-147913178:+	0	0	0	0	0	0	0	0	0	289.352	0	0
exo_circ_008862	chr4:184009157-184011423:+	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_008863	chr4:185320732-185346650:+	0	0	0	70.424	0	0	0	0	0	0	0	0
exo_circ_008864	chr4:2875895-2899435:+	0	0	0	281.695	0	0	0	0	0	0	0	0
exo_circ_008868	chr4:39879727-39902460:-	0	0	0	334.513	0	0	0	0	0	0	0	0
exo_circ_008881	chr4:70950699-70970024:+	0	0	0	0	0	0	0	0	0	0	350.96	0
exo_circ_008889	chr4:88038250-88052158:+	168.78	0	0	0	0	0	0	0	0	0	0	0
exo_circ_008892	chr5:108883395-108959347:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_008899	chr5:14363731-14381252:+	0	0	0	0	0	374.16	0	0	0	0	0	0
exo_circ_008901	chr5:145630918-145671554:-	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_008903	chr5:163463855-163464802:+	0	0	0	0	0	0	0	0	0	241.127	0	0
exo_circ_008904	chr5:168566012-168568998:-	0	0	0	0	0	0	0	0	80.57	0	0	0
exo_circ_008921	chr5:53979189-54017114:-	0	271.047	0	0	0	0	0	0	0	0	0	0
exo_circ_008931	chr5:74750578-74751493:-	0	0	0	0	0	0	0	0	0	0	0	356.581
exo_circ_008941	chr6:13642478-13644729:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_008942	chr6:138920214-138921124:-	0	232.326	0	0	0	0	0	0	0	0	0	0
exo_circ_008946	chr6:149789953-149796500:+	253.17	0	0	0	0	0	0	0	0	0	0	0
exo_circ_008953	chr6:30730021-30731100:-	0	0	0	0	0	299.328	0	0	0	0	0	0
exo_circ_008955	chr6:35968876-35975488:-	168.78	0	0	158.453	0	0	0	0	0	0	0	0
exo_circ_008958	chr6:3737078-3739161:-	0	0	0	0	0	0	0	0	0	0	350.96	0
exo_circ_008959	chr6:42605720-42606651:+	0	0	0	0	0	0	0	0	0	265.239	0	0
exo_circ_008961	chr6:5216617-5243416:-	0	0	0	0	0	0	0	0	0	0	0	162.082
exo_circ_008962	chr6:63679999-63692043:+	21.097	0	0	0	0	0	0	0	0	0	0	0
exo_circ_008963	chr6:83145523-83152367:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_008968	chr7:102854776-102884312:-	0	0	0	0	0	0	249.031	0	0	0	0	0
exo_circ_008969	chr7:105062163-105078963:+	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_008975	chr7:129400289-129403485:+	0	0	0	0	0	0	0	0	0	241.127	0	0
exo_circ_008978	chr7:138908990-138912460:-	0	0	0	0	0	0	0	0	35.809	0	0	259.332
exo_circ_008979	chr7:139237004-139252057:+	0	309.768	29.026	0	0	0	0	0	0	0	0	0
exo_circ_008980	chr7:139412550-139417729:+	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_008982	chr7:140127441-140133656:-	0	0	0	0	0	0	0	27.621	0	0	0	0
exo_circ_008988	chr7:17868406-17907340:-	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_009012	chr8:123077110-123128513:+	0	0	0	0	0	0	0	0	0	0	386.056	0
exo_circ_009013	chr8:124641563-124642159:-	0	0	203.184	0	0	0	0	0	0	0	87.74	0
exo_circ_009015	chr8:141166189-141166389:+	0	271.047	0	0	0	0	0	0	0	0	0	0
exo_circ_009019	chr8:28047506-28056054:-	0	0	0	0	0	0	0	0	0	96.451	0	0
exo_circ_009022	chr8:42957093-42968214:+	0	271.047	0	0	0	0	0	0	0	0	0	0
exo_circ_009028	chr8:70166565-70216764:-	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_009029	chr8:70644064-70657882:-	0	0	0	211.271	0	0	0	0	0	0	0	0
exo_circ_009030	chr8:89647739-89648613:-	0	0	0	0	0	0	0	0	26.857	0	0	0
exo_circ_009037	chr9:100226061-100242679:+	168.78	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009040	chr9:120408346-120409316:-	0	0	0	0	0	0	0	0	0	0	210.576	0
exo_circ_009042	chr9:124911900-124921892:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_009049	chr9:134401631-134409119:+	0	0	0	0	0	374.16	0	0	0	0	0	0
exo_circ_009050	chr9:136221795-136226874:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_009060	chr9:33026474-33026990:+	0	0	0	0	0	0	0	0	0	289.352	0	0
exo_circ_009061	chr9:33941648-33944639:-	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_009066	chr9:6843508-6893232:+	0	0	0	0	289.184	0	0	0	0	0	0	0
exo_circ_009071	chr9:93527154-93532329:+	0	309.768	0	0	0	0	0	0	0	0	0	0
exo_circ_009076	chr10:101806044-101813127:-	0	0	72.566	0	0	0	0	0	0	0	0	0
exo_circ_009077	chr10:103090610-103094455:-	0	0	0	0	0	299.328	0	0	0	0	0	0
exo_circ_009078	chr10:110875965-110894522:+	0	0	0	0	0	0	0	0	0	96.451	0	0
exo_circ_009082	chr10:11597630-11601980:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009085	chr10:12081471-12108015:+	0	0	0	17.606	0	0	0	0	0	0	0	0
exo_circ_009089	chr10:130079565-130079901:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009093	chr10:21713771-21742128:+	126.585	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009096	chr10:32284697-32293737:-	0	0	29.026	0	0	0	0	0	0	0	245.672	0
exo_circ_009097	chr10:35137781-35148491:+	0	0	0	0	0	0	0	0	0	313.465	0	0
exo_circ_009099	chr10:67966682-68014154:-	0	0	0	0	0	0	0	0	0	72.338	0	0
exo_circ_009100	chr10:68431861-68445083:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_009105	chr10:7243557-7276989:-	0	0	0	0	0	0	0	0	0	0	245.672	0
exo_circ_009112	chr11:102335965-102336220:+	0	0	0	0	0	0	0	0	89.522	0	0	0
exo_circ_009115	chr11:108176245-108197420:-	0	0	0	0	0	0	93.387	0	0	0	0	0
exo_circ_009116	chr11:108267170-108289801:+	0	0	0	0	0	0	0	165.725	0	0	0	0
exo_circ_009123	chr11:126272968-126273454:+	0	0	0	0	123.936	0	0	0	0	0	0	0
exo_circ_009128	chr11:32927156-32928123:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_009134	chr11:48155800-48156119:+	0	0	0	0	0	0	249.031	0	17.904	0	0	0
exo_circ_009137	chr11:67217730-67219403:+	0	0	0	0	0	0	0	0	0	0	0	356.581
exo_circ_009138	chr11:70324401-70326818:+	0	0	0	0	0	0	0	0	0	24.113	0	0
exo_circ_009139	chr11:70417012-70420510:+	0	0	0	0	371.809	0	0	0	0	0	0	0
exo_circ_009143	chr11:74374414-74378658:-	0	0	0	0	0	299.328	0	0	0	0	0	0
exo_circ_009149	chr12:101908185-101920201:+	0	0	0	0	0	0	0	0	0	0	0	291.748
exo_circ_009153	chr12:109222506-109223904:+	126.585	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009157	chr12:110536923-110546078:-	0	77.442	0	0	0	0	0	0	0	0	0	0
exo_circ_009162	chr12:123259042-123265322:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_009163	chr12:123724653-123726285:+	0	0	0	281.695	0	0	0	0	0	0	0	0
exo_circ_009169	chr12:32731355-32737161:+	0	0	0	0	0	0	217.902	0	0	0	0	0
exo_circ_009170	chr12:68709237-68715740:+	168.78	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009174	chr12:813641-862270:+	0	0	0	264.089	0	0	0	0	0	0	0	0
exo_circ_009176	chr12:94169152-94209704:+	0	0	0	0	82.624	0	0	0	0	241.127	0	0
exo_circ_009178	chr12:96311051-96313454:-	0	0	0	0	0	0	217.902	0	0	48.225	0	0
exo_circ_009182	chr13:112547619-112569259:-	0	0	0	0	0	299.328	0	0	0	0	0	0
exo_circ_009184	chr13:19772241-19835689:-	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_009185	chr13:24778294-24781944:+	0	0	0	0	0	0	0	0	26.857	0	0	0
exo_circ_009189	chr13:41226431-41234007:-	0	348.489	0	0	0	0	0	0	0	0	0	0
exo_circ_009193	chr13:49506634-49513166:+	0	0	0	0	0	0	0	0	0	241.127	0	0
exo_circ_009197	chr13:77188950-77194244:-	0	0	0	0	0	0	0	0	0	96.451	0	0
exo_circ_009218	chr14:64107490-64126807:+	0	0	0	0	0	0	0	0	0	0	0	194.499
exo_circ_009222	chr14:74672830-74676752:-	0	0	0	0	0	0	0	0	0	0	105.288	0
exo_circ_009224	chr14:75117194-75121174:-	0	0	0	0	0	299.328	0	0	0	0	0	0
exo_circ_009228	chr15:22925981-22933893:-	0	0	0	0	0	0	0	0	0	0	280.768	0
exo_circ_009229	chr15:25340084-25360527:-	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_009233	chr15:41371526-41375828:+	0	0	0	0	0	0	0	0	0	0	386.056	0
exo_circ_009234	chr15:43428015-43432677:-	0	0	0	0	0	224.496	0	0	0	96.451	0	0
exo_circ_009238	chr15:44600466-44660616:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_009239	chr15:44615362-44660616:-	0	0	0	0	0	0	0	0	0	0	245.672	0
exo_circ_009241	chr15:50739679-50748870:-	0	0	0	0	0	0	0	0	0	0	0	259.332
exo_circ_009243	chr15:56700932-56707306:-	63.292	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009246	chr15:58627699-58665197:-	0	309.768	0	0	0	0	0	0	0	0	0	0
exo_circ_009248	chr15:63558105-63559970:+	126.585	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009250	chr15:65450998-65456371:-	0	0	0	0	0	0	0	0	0	168.789	0	0
exo_circ_009253	chr15:65579354-65607442:-	0	0	0	0	0	261.912	0	0	0	0	0	0
exo_circ_009258	chr15:75490207-75527261:-	0	0	0	0	0	0	0	0	0	120.563	0	0
exo_circ_009260	chr15:77178789-77252526:-	0	0	0	0	0	0	0	0	0	96.451	0	0
exo_circ_009261	chr15:77388566-77388802:-	0	0	0	316.907	0	0	0	0	0	0	0	0
exo_circ_009268	chr15:93000511-93002317:+	0	0	0	0	0	0	0	0	0	0	0	97.249
exo_circ_009269	chr16:10906498-10916459:+	0	0	0	105.636	0	0	0	0	0	0	0	0
exo_circ_009274	chr16:1586129-1588024:-	0	0	0	246.483	0	0	0	55.242	0	0	0	0
exo_circ_009297	chr16:81351582-81365478:+	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_009300	chr17:1079329-1091850:-	0	0	0	0	0	261.912	0	0	0	0	0	0
exo_circ_009302	chr17:19924407-19931978:-	0	0	0	0	247.872	0	0	0	0	0	0	0
exo_circ_009306	chr17:31865365-31878781:-	0	0	0	0	0	0	0	0	0	0	0	226.915
exo_circ_009311	chr17:40169323-40169662:+	0	0	0	0	0	0	0	0	0	0	315.864	0
exo_circ_009315	chr17:4542463-4542741:-	0	0	0	0	330.497	0	0	0	0	0	0	0
exo_circ_009331	chr17:7889663-7891064:+	0	0	0	0	0	0	0	0	0	0	0	129.666
exo_circ_009333	chr18:13438243-13473174:+	0	0	0	0	0	0	280.16	0	0	0	0	0
exo_circ_009334	chr18:20991175-21008194:-	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009336	chr18:2552694-2555038:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009343	chr18:41962488-41970456:+	0	0	0	0	0	0	0	27.621	0	0	0	0
exo_circ_009344	chr18:47848474-47896809:-	42.195	309.768	0	0	0	0	0	0	0	0	0	0
exo_circ_009346	chr18:50227376-50251784:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_009347	chr18:54271359-54283015:+	0	0	0	35.212	0	0	0	0	0	0	0	0
exo_circ_009348	chr18:57601709-57606751:-	0	0	0	105.636	0	0	0	0	0	0	0	0
exo_circ_009357	chr19:12878381-12878834:-	0	271.047	0	0	0	0	0	0	0	0	0	0
exo_circ_009359	chr19:17052824-17060092:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_009361	chr19:32631401-32640385:-	0	0	0	0	0	0	0	0	0	289.352	0	0
exo_circ_009364	chr19:46704168-46711038:-	0	348.489	0	0	0	0	0	0	0	0	0	0
exo_circ_009367	chr19:8548035-8553437:-	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_009369	chr20:32098626-32099135:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009372	chr20:34413741-34430337:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009373	chr20:35347163-35384133:-	0	0	0	316.907	0	0	0	0	0	0	0	0
exo_circ_009382	chr20:61997549-62000721:-	0	0	116.105	0	0	0	0	0	0	0	0	0
exo_circ_009387	chr21:31217552-31225950:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009391	chr21:36341398-36364259:+	0	0	87.079	0	0	0	0	0	0	0	0	0
exo_circ_009399	chr22:31833914-31837155:+	0	0	0	0	0	224.496	0	0	0	0	0	0
exo_circ_009400	chr22:39947092-39969533:+	0	232.326	0	0	0	0	0	0	0	0	0	0
exo_circ_009417	chrX:71603587-71610819:+	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009419	chrX:77829030-77841320:-	0	0	14.513	0	0	0	0	0	0	0	0	0
exo_circ_009430	chr1:107748967-107770728:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_009442	chr1:117414712-117466427:+	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009447	chr1:145994928-145995476:-	0	0	0	0	0	0	155.644	0	0	0	0	0
exo_circ_009449	chr1:154089420-154127417:-	0	0	174.158	0	0	0	0	0	0	0	0	0
exo_circ_009451	chr1:154225083-154261697:+	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009454	chr1:155804948-155853806:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009464	chr1:160799752-160800082:+	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_009471	chr1:165679441-165695397:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_009473	chr1:167004179-167024068:+	0	0	0	0	0	0	155.644	0	0	0	0	0
exo_circ_009489	chr1:180803387-180806557:+	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_009500	chr1:186350222-186353850:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_009507	chr1:200552015-200618179:-	147.682	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009516	chr1:205616477-205619073:-	168.78	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009519	chr1:20813157-20886371:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009521	chr1:21089137-21097326:-	0	0	0	0	0	0	140.08	0	0	0	0	0
exo_circ_009528	chr1:219271632-219311435:+	0	0	0	0	0	0	0	165.725	0	0	0	0
exo_circ_009530	chr1:224418259-224419615:-	0	0	0	0	0	0	140.08	0	0	0	0	0
exo_circ_009550	chr1:246186742-246219547:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009563	chr1:32276336-32276786:+	0	0	0	0	0	0	0	0	0	0	0	162.082
exo_circ_009577	chr1:45640209-45660377:-	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_009587	chr1:53809694-53828173:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_009592	chr1:59858427-59871110:+	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_009599	chr1:64835395-64838104:-	0	0	0	0	0	0	0	0	0	0	0	162.082
exo_circ_009635	chr2:108484148-108486648:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_009649	chr2:127271335-127280631:-	0	0	0	0	0	0	0	138.104	0	0	0	0
exo_circ_009655	chr2:135761817-135772547:+	0	0	0	0	0	0	0	0	152.187	0	0	0
exo_circ_009658	chr2:143518234-143519364:+	0	0	0	0	0	0	0	0	161.139	0	0	0
exo_circ_009664	chr2:15461200-15539356:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009668	chr2:159745769-159748113:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_009669	chr2:159747804-159759335:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_009680	chr2:17766578-17774401:+	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_009684	chr2:182962158-182995838:-	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_009685	chr2:186456714-186490865:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009692	chr2:192323251-192331315:+	0	0	0	0	0	0	0	0	0	0	140.384	0
exo_circ_009694	chr2:197121331-197122792:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_009699	chr2:200937905-200957544:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_009700	chr2:200942684-200957544:-	0	0	0	0	0	0	0	0	0	0	0	162.082
exo_circ_009704	chr2:202882710-202883741:-	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_009713	chr2:207531380-207534683:+	0	0	0	0	0	0	0	0	0	0	140.384	0
exo_circ_009714	chr2:216141185-216141481:+	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_009717	chr2:218466009-218466176:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009721	chr2:224497752-224500487:-	189.877	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009726	chr2:229785756-229787661:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_009738	chr2:27368371-27369549:-	0	0	174.158	0	0	0	0	0	0	0	0	0
exo_circ_009741	chr2:32377587-32445668:+	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009748	chr2:37008610-37020836:-	168.78	0	0	0	0	0	0	0	0	0	0	0
exo_circ_009750	chr2:38837830-38838773:-	0	0	0	0	0	0	0	0	0	0	157.932	0
exo_circ_009754	chr2:40164853-40177855:-	0	0	0	0	0	0	0	0	0	0	140.384	0
exo_circ_009760	chr2:43943686-43973714:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009778	chr2:63599169-63606028:+	0	0	0	0	0	149.664	0	0	0	0	0	0
exo_circ_009779	chr2:64551442-64573068:+	0	0	0	0	0	0	0	165.725	0	0	0	0
exo_circ_009796	chr2:8876986-8958642:-	0	0	0	0	0	0	0	0	0	0	157.932	0
exo_circ_009813	chr3:111144898-111147484:+	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_009824	chr3:12301520-12312453:+	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_009826	chr3:125547405-125552679:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009831	chr3:136349157-136363467:-	0	0	145.132	0	0	0	0	0	0	0	0	0
exo_circ_009839	chr3:142669389-142671122:+	0	0	0	0	0	0	0	0	0	0	140.384	0
exo_circ_009842	chr3:148446902-148452453:-	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_009845	chr3:151159831-151188480:+	0	0	0	0	0	0	171.209	0	0	0	0	0
exo_circ_009852	chr3:160268412-160343815:-	0	0	145.132	0	0	0	0	0	0	0	0	0
exo_circ_009869	chr3:172802615-172807924:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009872	chr3:179681877-179708957:+	0	0	145.132	0	0	0	0	0	0	0	0	0
exo_circ_009880	chr3:183717650-183736829:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_009882	chr3:183754125-183754365:+	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_009890	chr3:184824544-184863067:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009912	chr3:27716899-27719481:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_009914	chr3:28413055-28492173:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009917	chr3:32441839-32452473:+	0	0	0	0	0	0	0	0	0	0	140.384	0
exo_circ_009918	chr3:32733422-32762863:+	0	0	0	0	0	0	0	0	0	0	0	178.291
exo_circ_009919	chr3:32737409-32759571:+	0	0	0	193.665	0	0	0	0	0	0	0	0
exo_circ_009928	chr3:41681507-41681804:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009932	chr3:42617569-42635366:+	0	0	0	0	0	0	0	0	0	0	140.384	0
exo_circ_009950	chr3:53185926-53186340:+	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_009968	chr3:69033547-69035115:-	0	0	0	0	0	0	0	0	0	0	0	194.499
exo_circ_009972	chr3:72824423-72844453:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_009983	chr4:10448702-10450423:-	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_009986	chr4:105719059-105729499:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_010005	chr4:128948495-128999794:-	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_010018	chr4:143342315-143345135:+	0	0	0	158.453	0	0	0	0	0	0	0	0
exo_circ_010031	chr4:158851320-158870469:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_010037	chr4:168377727-168379830:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_010042	chr4:169537808-169562196:-	0	0	0	0	0	0	155.644	0	0	0	0	0
exo_circ_010058	chr4:39244247-39244552:+	0	0	0	0	0	0	0	0	0	0	0	194.499
exo_circ_010070	chr4:48570826-48609067:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_010077	chr4:55959681-55981379:+	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_010082	chr4:72295653-72298442:-	0	0	0	0	0	0	0	165.725	0	0	0	0
exo_circ_010093	chr4:88408523-88417579:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_010108	chr5:119216900-119239080:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_010109	chr5:120672015-120673393:+	0	0	0	0	0	0	155.644	0	0	0	0	0
exo_circ_010120	chr5:137634036-137662031:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_010129	chr5:146269206-146269584:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_010141	chr5:153997802-154029580:-	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_010146	chr5:157294782-157302890:+	0	0	0	0	0	0	155.644	0	0	0	0	0
exo_circ_010150	chr5:168493893-168502105:+	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_010153	chr5:170919440-170968377:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_010155	chr5:172156623-172156788:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_010162	chr5:179704154-179710065:+	0	0	0	0	0	0	0	165.725	0	0	0	0
exo_circ_010169	chr5:32010329-32014030:+	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_010182	chr5:39134207-39137720:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_010183	chr5:39208863-39219578:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_010190	chr5:55649206-55664863:-	0	0	0	0	0	0	0	0	0	0	0	194.499
exo_circ_010196	chr5:59790594-59797132:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_010198	chr5:65635300-65636043:+	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_010204	chr5:69391830-69396546:+	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_010216	chr5:76597438-76606303:+	0	0	0	0	0	0	0	0	0	0	175.48	0
exo_circ_010217	chr5:76606178-76632026:+	0	0	145.132	0	0	0	0	0	0	0	0	0
exo_circ_010241	chr6:113941707-113943506:-	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_010245	chr6:122795676-122806357:+	0	0	0	0	0	0	0	0	0	0	175.48	0
exo_circ_010250	chr6:127699464-127719823:-	0	0	0	0	0	0	0	0	0	0	0	194.499
exo_circ_010257	chr6:132783932-132797121:-	0	0	0	0	0	0	0	0	0	0	0	145.874
exo_circ_010273	chr6:149347170-149370099:+	0	0	0	0	0	0	0	0	0	0	157.932	0
exo_circ_010282	chr6:156094283-156105859:-	168.78	0	0	0	0	0	0	0	0	0	0	0
exo_circ_010293	chr6:170537233-170549113:-	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_010303	chr6:33432160-33432806:+	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_010309	chr6:35982120-35992674:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_010310	chr6:36894503-36916574:+	0	0	0	0	165.248	0	0	0	0	0	0	0
exo_circ_010329	chr6:75828539-75841378:+	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_010330	chr6:75848350-75858993:+	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_010338	chr6:85526125-85530275:-	0	0	0	0	0	0	186.773	0	0	0	0	0
exo_circ_010344	chr6:87672457-87677967:-	0	0	0	0	0	0	0	0	0	144.676	0	0
exo_circ_010352	chr7:100686648-100686819:-	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_010360	chr7:105468336-105495253:-	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_010364	chr7:116916059-116955153:+	0	0	0	0	0	0	0	0	0	0	0	194.499
exo_circ_010377	chr7:139374400-139417729:+	0	0	0	176.059	0	0	0	0	0	0	0	0
exo_circ_010382	chr7:152180710-152183156:-	0	0	0	158.453	0	0	0	0	0	0	0	0
exo_circ_010393	chr7:20255083-20282750:-	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_010410	chr7:6024652-6054704:-	0	0	0	0	0	0	0	0	0	192.901	0	0
exo_circ_010411	chr7:6578565-6580678:+	0	0	0	0	0	0	155.644	0	0	0	0	0
exo_circ_010437	chr8:105329177-105331458:+	0	0	0	140.848	0	0	0	0	0	0	0	0
exo_circ_010443	chr8:108214606-108229195:-	0	193.605	0	0	0	0	0	0	0	0	0	0
exo_circ_010446	chr8:109408048-109409978:+	0	0	0	0	0	0	0	0	0	0	175.48	0
exo_circ_010451	chr8:120693691-120725679:-	0	0	0	0	0	0	0	0	0	0	0	145.874
exo_circ_010452	chr8:121501322-121505700:+	0	0	0	0	0	0	0	0	0	0	0	178.291
exo_circ_010455	chr8:123126055-123144855:+	0	0	0	0	0	0	0	0	0	0	140.384	0
