exo_circ_ID	CircRNA	CHD1	CHD2	CHD3	CHD4	CHD5	CHD6
exo_circ_000746	chr8:51831443-51861246:-	0	0	0	0	419.943	0
exo_circ_000747	chr9:95978060-96004701:+	828.764	0	0	0	199.973	0
exo_circ_000748	chr10:16752538-16764510:-	0	0	0	1055.809	0	0
exo_circ_000750	chr11:13413529-13445181:-	0	0	182.691	0	99.987	0
exo_circ_000751	chr13:20731840-20732121:-	0	0	0	0	799.892	0
exo_circ_000752	chr17:49311311-49312042:-	0	0	0	0	209.972	0
exo_circ_000753	chr17:56848695-56856665:+	0	0	0	942.974	0	0
exo_circ_000754	chrX:148661907-148662768:+	1155.247	0	38.461	0	689.907	0
exo_circ_000755	chrX:78014661-78020398:+	636.223	1522.835	124.999	0	0	0
exo_circ_000757	chr1:93217737-93226449:+	0	1360.502	0	0	0	0
exo_circ_000758	chr2:32633875-32640410:+	0	0	0	999.391	329.955	0
exo_circ_000759	chr3:170113359-170122744:-	477.167	0	365.383	0	0	0
exo_circ_000760	chr3:196391812-196403019:-	4780.043	0	7509.579	11960.46	5739.225	0
exo_circ_000761	chr3:37129062-37149038:-	0	0	230.768	0	0	0
exo_circ_000762	chr3:47056820-47067118:-	0	2056.213	0	0	1469.802	0
exo_circ_000763	chr3:52204692-52206751:+	0	0	0	0	189.974	0
exo_circ_000764	chr4:76134174-76144473:-	0	0	0	0	299.96	0
exo_circ_000765	chr6:131145284-131169273:+	251.141	0	0	0	0	0
exo_circ_000766	chr7:26684735-26690362:-	0	0	0	0	369.95	0
exo_circ_000767	chr11:2969802-2972243:-	0	0	0	48.358	619.916	0
exo_circ_000768	chr11:34086063-34086413:+	0	0	730.766	0	629.915	0
exo_circ_000770	chr15:77252366-77284030:-	0	0	211.537	0	0	0
exo_circ_000771	chr16:10969160-10982991:+	0	0	0	0	229.969	0
exo_circ_000772	chr18:12999420-13030608:+	0	0	0	733.424	149.98	3361.91
exo_circ_000773	chr18:62348167-62349937:+	0	0	326.922	0	0	0
exo_circ_000774	chr18:9204475-9221999:+	0	0	519.228	1644.16	0	0
exo_circ_000775	chr19:2278583-2279113:-	1624.043	0	423.075	0	0	0
exo_circ_000776	chr19:41341882-41342247:-	0	0	0	0	259.965	0
exo_circ_000777	chr19:48913010-48913564:+	703.194	0	0	0	0	0
exo_circ_000778	chr1:15536474-15536814:+	0	0	836.534	0	249.966	0
exo_circ_000781	chr1:62803718-62821209:+	0	0	0	0	289.961	0
exo_circ_000782	chr1:88740987-88760376:+	0	0	0	0	379.949	0
exo_circ_000783	chr2:171028338-171046362:-	0	0	201.922	0	0	0
exo_circ_000784	chr2:182952404-182953331:-	0	0	384.614	0	0	0
exo_circ_000785	chr2:20254862-20256170:-	0	0	471.152	0	0	0
exo_circ_000786	chr3:136464880-136502779:-	837.135	0	0	1241.18	0	0
exo_circ_000788	chr5:176943334-176951577:-	0	0	288.46	338.504	299.96	0
exo_circ_000789	chr6:18236451-18237516:-	0	0	605.766	0	0	0
exo_circ_000790	chr7:77778337-77778814:+	0	0	0	0	259.965	0
exo_circ_000791	chr7:7786787-7801743:+	0	0	48.077	0	0	0
exo_circ_000792	chr8:51857459-51861246:-	0	0	0	0	1529.793	0
exo_circ_000793	chr8:66572481-66602523:-	0	0	0	0	619.916	0
exo_circ_000794	chr10:126970701-127000307:+	0	7.73	1634.608	0	1169.842	0
exo_circ_000795	chr10:96544075-96565426:-	0	0	567.305	0	0	0
exo_circ_000796	chr11:77698486-77702495:-	0	0	778.842	0	0	0
exo_circ_000797	chr12:122340752-122341697:-	1121.761	0	0	0	0	0
exo_circ_000798	chr12:124419956-124430787:-	0	0	0	427.159	0	0
exo_circ_000799	chr13:77217839-77243951:-	0	0	615.382	0	349.953	0
exo_circ_000800	chr16:29833732-29834066:+	0	0	115.384	0	0	0
exo_circ_000802	chr17:29676819-29703062:-	0	3973.285	0	0	0	0
exo_circ_000803	chr17:4282797-4296814:-	0	1445.534	153.845	0	0	0
exo_circ_000804	chr20:35721739-35725155:-	1017.119	0	0	0	349.953	0
exo_circ_000805	chr20:35721739-35732135:-	0	0	96.153	0	0	0
exo_circ_000807	chrX:118394054-118404444:+	0	0	0	878.497	0	0
exo_circ_000810	chr1:150226607-150229237:-	0	0	0	0	639.914	0
exo_circ_000812	chr2:187496880-187503770:-	954.334	0	0	0	0	0
exo_circ_000814	chr4:128074459-128077962:+	0	0	0	0	849.885	0
exo_circ_000816	chr5:112985834-113004077:+	0	0	0	0	339.954	0
exo_circ_000818	chr8:66601697-66602523:-	1113.39	0	0	0	0	0
exo_circ_000819	chr9:112098469-112112868:-	0	0	403.844	0	0	0
exo_circ_000821	chr9:86343074-86346480:-	0	0	355.768	1571.624	1669.775	0
exo_circ_000823	chr12:112075677-112078741:-	0	0	403.844	0	0	0
exo_circ_000825	chr13:49451552-49451909:+	0	0	480.767	0	719.903	0
exo_circ_000828	chr14:49795790-49800696:-	1490.101	0	240.383	0	0	0
exo_circ_000829	chr16:47497398-47515601:+	0	718.902	0	0	0	0
exo_circ_000830	chr22:36518762-36519537:-	0	0	326.922	0	129.982	2101.193
exo_circ_000831	chr1:108148278-108161293:-	0	0	0	0	679.908	0
exo_circ_000834	chr1:243545509-243573048:-	0	0	0	580.292	0	0
exo_circ_000835	chr2:113939958-113942359:+	0	0	0	0	1219.835	0
exo_circ_000838	chr3:130930415-130941699:+	0	0	259.614	0	0	0
exo_circ_000839	chr4:119596522-119607297:-	0	0	0	693.126	0	0
exo_circ_000840	chr4:147879231-147881932:+	0	0	0	499.696	0	0
exo_circ_000841	chr5:154029488-154034967:-	0	0	0	0	519.93	0
exo_circ_000842	chr5:62347129-62350120:+	0	0	0	0	669.91	0
exo_circ_000844	chr8:30101897-30104486:+	0	0	336.537	0	0	0
exo_circ_000845	chr9:83679774-83686155:-	0	0	442.306	0	159.978	0
exo_circ_000847	chr12:122511108-122515227:-	426.939	0	0	548.053	0	0
exo_circ_000848	chr12:42374862-42398994:+	0	0	0	0	1119.849	0
exo_circ_000849	chr13:48253807-48261321:+	0	0	509.613	0	0	0
exo_circ_000850	chr13:77126317-77129230:-	0	935.345	0	3352.797	479.935	0
exo_circ_000851	chr14:63998913-64022863:+	0	7.73	0	0	0	0
exo_circ_000853	chr18:79728906-79736521:+	0	0	288.46	910.736	219.97	0
exo_circ_000855	chrX:150736594-150737448:+	0	2311.308	38.461	0	0	0
exo_circ_000856	chr1:155725381-155726019:+	0	0	807.688	0	0	0
exo_circ_000857	chr1:172038318-172048750:+	0	0	0	0	159.978	0
exo_circ_000863	chr3:52737585-52739634:-	0	92.762	38.461	0	0	0
exo_circ_000864	chr4:51863436-51891851:+	0	3733.651	0	3006.234	759.897	0
exo_circ_000866	chr8:123077110-123105464:+	0	4004.205	0	0	0	0
exo_circ_000867	chr9:96458378-96471094:+	1573.814	0	0	0	0	0
exo_circ_000868	chr10:20143294-20164567:+	0	0	144.23	0	459.938	0
exo_circ_000870	chr13:46723220-46733998:+	0	0	76.923	0	409.945	0
exo_circ_000871	chr14:34800223-34802988:-	0	0	0	0	499.933	0
exo_circ_000873	chr15:58912562-58913696:-	0	0	0	0	259.965	0
exo_circ_000874	chr16:10430610-10431455:+	0	0	0	459.398	0	0
exo_circ_000875	chrX:118584734-118590302:+	0	0	0	1579.683	0	0
exo_circ_000879	chr2:8939820-8958642:-	0	0	105.769	0	0	0
exo_circ_000880	chr5:58988492-58993465:-	0	0	1105.764	0	0	0
exo_circ_000882	chr6:6248311-6250929:-	0	633.87	0	0	139.981	0
exo_circ_000883	chr8:66592439-66602523:-	0	0	0	1515.206	0	0
exo_circ_000884	chr9:109050282-109064567:-	0	0	173.076	0	549.926	0
exo_circ_000886	chr9:33351559-33352719:+	0	0	0	967.153	0	3361.91
exo_circ_000887	chr12:829061-829944:+	0	0	163.461	0	0	0
exo_circ_000889	chr16:27346466-27352696:+	0	0	0	1700.577	249.966	1765.003
exo_circ_000891	chr20:63928334-63931022:+	0	0	0	0	99.987	0
exo_circ_000892	chr22:41808874-41810291:+	0	0	740.381	0	0	0
exo_circ_000894	chrY:19587209-19587507:+	0	0	1480.762	0	1309.823	0
exo_circ_000895	chr1:77916054-77918273:+	0	0	230.768	0	0	0
exo_circ_000897	chr2:32473111-32477583:+	0	0	0	0	469.937	0
exo_circ_000898	chr3:98849460-98881767:-	0	0	798.073	0	279.962	0
exo_circ_000899	chr4:105424195-105456745:-	0	0	0	0	229.969	0
exo_circ_000901	chr5:39201825-39202987:-	0	0	0	0	1209.837	0
exo_circ_000902	chr6:107921796-107929514:-	226.027	0	0	0	319.957	0
exo_circ_000903	chr6:7181123-7189322:+	1138.504	100.492	0	0	0	0
exo_circ_000906	chr10:118729294-118730410:-	108.828	0	0	1547.445	0	0
exo_circ_000907	chr10:86451966-86461287:-	987.82	0	0	0	0	0
exo_circ_000909	chr12:49496832-49500205:+	602.737	2481.37	0	0	349.953	0
exo_circ_000910	chr15:76287845-76292700:-	0	7.73	0	0	0	0
exo_circ_000911	chr17:31155982-31169997:+	0	0	0	878.497	0	2269.289
exo_circ_000912	chr1:13730999-13742157:+	0	0	124.999	0	0	3698.101
exo_circ_000913	chr1:42265114-42278784:-	0	0	0	0	439.941	0
exo_circ_000914	chr1:59339957-59378837:+	0	0	480.767	0	0	0
exo_circ_000916	chr2:224535527-224557856:-	0	0	48.077	0	0	0
exo_circ_000917	chr3:160413472-160423840:+	0	0	0	0	309.958	0
exo_circ_000918	chr6:116689319-116692156:+	0	0	1163.456	0	0	0
exo_circ_000921	chr12:14423908-14425473:+	0	2682.354	0	0	0	0
exo_circ_000922	chr12:66203710-66217235:+	0	0	0	0	159.978	0
exo_circ_000924	chr14:39154210-39158402:-	0	0	0	1144.464	0	0
exo_circ_000926	chr15:42872610-42878684:-	0	0	288.46	0	0	0
exo_circ_000927	chr15:72771782-72775097:-	0	0	211.537	0	969.869	0
exo_circ_000929	chr20:2947981-2965202:+	0	0	19.231	1031.63	0	0
exo_circ_000930	chr22:23791755-23793688:+	0	0	0	0	609.918	0
exo_circ_000932	chr1:161102047-161102375:-	0	0	0	0	209.972	0
exo_circ_000933	chr1:21715388-21721764:-	0	0	567.305	0	499.933	0
exo_circ_000934	chr1:220005247-220007338:-	0	0	1298.071	0	0	0
exo_circ_000935	chr1:26268482-26269614:+	954.334	0	0	0	0	0
exo_circ_000936	chr1:95143890-95151419:+	0	0	254.806	0	329.955	0
exo_circ_000938	chr2:200856681-200861862:-	2302.122	2635.973	153.845	0	0	0
exo_circ_000939	chr3:138621406-138622416:+	0	0	19.231	0	0	0
exo_circ_000940	chr3:160413472-160419543:+	0	0	197.114	0	0	0
exo_circ_000943	chr4:150806270-150817257:-	0	0	0	0	19.997	0
exo_circ_000944	chr5:154871729-154872651:+	0	0	624.997	0	579.922	0
exo_circ_000945	chr5:40852173-40854096:+	0	0	67.307	3127.128	0	0
exo_circ_000946	chr5:94888878-94912976:-	0	0	432.69	0	0	0
exo_circ_000947	chr6:158312050-158314268:+	0	1097.678	0	0	859.884	0
exo_circ_000949	chr6:84185186-84186623:-	0	0	874.996	0	0	0
exo_circ_000950	chr7:77581426-77600806:+	0	0	0	1821.472	0	0
exo_circ_000951	chr8:106679209-106692877:+	0	1229.09	0	0	0	3046.731
exo_circ_000952	chr8:109409864-109420690:+	0	0	201.922	0	0	0
exo_circ_000954	chr8:67093542-67095732:+	2578.377	2272.657	0	0	0	0
exo_circ_000956	chr10:27142386-27145590:-	0	0	1259.609	0	0	0
exo_circ_000959	chr10:68771205-68773099:+	0	0	634.612	0	0	0
exo_circ_000961	chr11:77624962-77625818:-	16.743	0	0	0	0	0
exo_circ_000963	chr13:40942951-40943925:-	0	649.331	317.306	0	579.922	0
exo_circ_000964	chr13:95723241-95725252:+	0	0	538.459	0	89.988	0
exo_circ_000965	chr14:55181212-55183753:-	0	0	0	0	529.928	0
exo_circ_000967	chr17:58003650-58005041:-	0	0	0	0	179.976	0
exo_circ_000968	chr18:21039471-21044186:-	0	0	0	0	789.893	0
exo_circ_000969	chr18:9583116-9595153:-	0	0	0	0	619.916	3950.244
exo_circ_000970	chr19:52282110-52283413:+	0	0	0	668.948	0	0
exo_circ_000973	chr2:61278164-61281242:-	0	0	28.846	0	699.906	714.406
exo_circ_000976	chr4:150735257-150808398:-	0	0	0	0	239.968	0
exo_circ_000977	chr4:169507036-169537911:-	1757.984	0	0	0	0	0
exo_circ_000985	chr11:34957383-34978182:+	0	0	0	0	359.951	2206.253
exo_circ_000987	chr12:97492460-97561047:+	544.138	0	0	0	0	0
exo_circ_000992	chr1:1815755-1839238:-	3285.756	0	1759.607	0	0	0
exo_circ_000993	chr1:84179176-84197824:+	0	0	528.844	0	0	0
exo_circ_000994	chr2:181481597-181485992:+	0	0	0	0	299.96	0
exo_circ_000995	chr2:69358328-69363670:-	0	0	0	0	369.95	0
exo_circ_000996	chr6:75702644-75703072:+	0	0	0	1748.935	0	0
exo_circ_000998	chr9:14639895-14680162:-	0	0	0	1603.862	0	0
exo_circ_000999	chr9:93471140-93476338:+	0	0	317.306	0	0	0
exo_circ_001000	chr10:110885252-110890670:+	0	0	0	0	739.9	0
exo_circ_001001	chr14:39276933-39279537:+	0	0	793.265	0	0	0
exo_circ_001002	chr14:50150007-50153173:-	1490.101	0	105.769	0	0	0
exo_circ_001004	chr20:35714184-35725155:-	12.557	0	0	0	0	0
exo_circ_001006	chr2:128164729-128171284:+	0	2303.578	711.535	0	0	0
exo_circ_001007	chr3:196391812-196393619:-	0	0	182.691	0	139.981	0
exo_circ_001011	chr6:136561532-136562615:-	0	0	76.923	0	349.953	0
exo_circ_001012	chr6:42676055-42679832:+	0	0	384.614	0	0	0
exo_circ_001014	chr7:16258389-16278226:-	0	0	826.919	0	0	0
exo_circ_001015	chr10:68393137-68394451:-	117.199	0	0	0	0	0
exo_circ_001016	chr11:68185780-68190152:-	0	3130.701	0	0	129.982	0
exo_circ_001017	chr15:92996956-93002317:+	0	2605.052	0	0	0	0
exo_circ_001019	chr18:8076454-8088851:+	0	742.092	0	0	569.923	0
exo_circ_001021	chrX:118442243-118444494:+	0	0	0	402.98	0	0
exo_circ_001022	chrX:53561755-53562929:-	1297.56	0	0	0	0	0
exo_circ_001024	chr3:32544875-32545965:-	0	0	480.767	0	0	0
exo_circ_001025	chr4:155696755-155703993:+	0	0	326.922	0	209.972	0
exo_circ_001027	chr5:75547009-75552591:+	1557.072	0	586.536	0	219.97	0
exo_circ_001030	chr7:77765494-77773314:+	0	0	0	0	269.964	0
exo_circ_001031	chr8:42957093-42964474:+	0	0	0	0	9.999	0
exo_circ_001032	chr9:33948373-33956146:-	0	0	0	2603.254	0	1365.776
exo_circ_001034	chr12:116928022-116964854:+	0	0	48.077	1128.345	339.954	0
exo_circ_001035	chr12:1180539-1190052:+	0	1917.071	0	0	0	0
exo_circ_001037	chr14:80743074-80778046:-	1481.73	0	0	0	0	0
exo_circ_001038	chr15:29761138-29773357:-	0	0	749.996	0	959.87	0
exo_circ_001039	chr15:64118116-64123546:+	0	0	0	0	499.933	0
exo_circ_001040	chr18:22936753-22949713:+	0	0	0	0	319.957	0
exo_circ_001042	chr1:113848539-113855049:-	0	0	0	0	359.951	0
exo_circ_001044	chr1:35413971-35415714:+	1305.931	2450.45	0	0	339.954	0
exo_circ_001046	chr2:230357804-230361697:+	0	0	0	0	169.977	0
exo_circ_001047	chr2:23867834-23869761:-	0	0	153.845	0	0	0
exo_circ_001050	chr6:57193841-57210445:-	0	1437.803	0	830.14	29.996	0
exo_circ_001051	chr8:102360070-102361626:-	0	0	0	346.563	0	0
exo_circ_001054	chr10:11929864-11952249:-	0	0	0	0	539.927	0
exo_circ_001057	chr15:64118116-64118854:+	66.971	0	0	0	0	0
exo_circ_001058	chr15:94298200-94298730:+	920.849	0	0	0	519.93	0
exo_circ_001059	chr18:2732264-2740821:+	0	0	374.998	0	629.915	0
exo_circ_001061	chr21:36344578-36349408:+	0	1159.519	67.307	2111.618	0	0
exo_circ_001065	chr1:88740987-88741288:+	870.621	2960.638	0	0	399.946	0
exo_circ_001066	chr1:97515725-97549744:-	1389.645	0	0	0	0	0
exo_circ_001068	chr3:196483769-196488683:-	535.767	0	0	0	0	0
exo_circ_001071	chr5:176975395-176982623:-	0	0	0	0	1129.847	0
exo_circ_001072	chr5:50759642-50763242:+	0	0	288.46	0	0	0
exo_circ_001073	chr7:90747680-90790652:+	0	0	1067.303	878.497	0	0
exo_circ_001076	chr10:5796762-5800705:-	452.053	0	173.076	0	0	0
exo_circ_001077	chr10:68737844-68742569:+	0	0	0	0	1069.856	0
exo_circ_001078	chr13:46003138-46045516:-	0	0	317.306	0	0	0
exo_circ_001079	chrX:140783174-140784659:+	276.255	0	173.076	72.536	129.982	0
exo_circ_001080	chr1:20840855-20865262:-	0	0	0	0	0	5063.876
exo_circ_001081	chr1:88770351-88786213:+	0	1530.565	0	975.213	0	0
exo_circ_001082	chr2:134253094-134270550:+	0	2017.563	0	0	0	0
exo_circ_001083	chr2:147972738-147975975:-	184.17	0	0	0	0	0
exo_circ_001086	chr2:44201185-44209327:+	0	0	153.845	0	0	0
exo_circ_001089	chr3:138570317-138572984:-	1858.44	0	0	0	0	0
exo_circ_001090	chr3:197866111-197871462:+	0	2759.655	365.383	0	0	0
exo_circ_001091	chr4:102580534-102582957:+	1171.989	0	0	0	0	0
exo_circ_001092	chr4:118105017-118143684:+	0	0	509.613	0	0	0
exo_circ_001094	chr5:87331347-87353235:+	0	1414.613	86.538	0	0	0
exo_circ_001096	chr8:18799294-18804898:-	1339.417	0	0	1104.166	0	0
exo_circ_001097	chr9:112124256-112157613:-	0	0	0	1918.187	179.976	0
exo_circ_001098	chr9:17309057-17342444:+	0	0	0	685.067	0	0
exo_circ_001099	chr10:11936544-11952249:-	0	2241.736	134.615	0	0	0
exo_circ_001100	chr10:27131858-27136385:-	0	2257.197	653.843	72.536	0	0
exo_circ_001103	chr13:36312144-36312477:-	251.141	0	0	0	0	0
exo_circ_001106	chr14:63998913-64000719:+	0	0	57.692	0	0	0
exo_circ_001110	chr18:21765771-21819646:+	0	0	67.307	0	0	0
exo_circ_001113	chr1:180984676-180993425:-	0	0	0	2022.962	749.899	0
exo_circ_001114	chr1:21715388-21724095:-	0	0	0	572.232	0	0
exo_circ_001115	chr2:135769768-135772547:+	0	0	0	0	159.978	0
exo_circ_001117	chr3:149846010-149872154:+	0	0	403.844	0	0	2017.146
exo_circ_001119	chr6:154787860-154792976:+	728.308	3849.603	634.612	0	0	0
exo_circ_001120	chr6:170543600-170549113:-	0	0	0	1281.478	559.924	0
exo_circ_001121	chr8:47396375-47440542:+	0	3084.32	0	0	0	0
exo_circ_001122	chr8:68022035-68038292:+	912.478	0	0	1192.822	1019.862	0
exo_circ_001125	chr10:95381684-95410777:-	0	0	0	0	379.949	0
exo_circ_001127	chr11:74810183-74817714:+	0	0	384.614	1781.174	0	0
exo_circ_001129	chrX:47846104-47895940:+	0	0	0	0	619.916	3193.814
exo_circ_001130	chr1:45421724-45457871:-	0	0	86.538	0	379.949	0
exo_circ_001132	chr3:141553856-141559995:+	2310.493	0	0	0	0	0
exo_circ_001140	chr5:79439009-79457018:-	0	0	442.306	1370.134	0	0
exo_circ_001142	chr7:6046070-6050045:-	0	0	0	870.438	0	0
exo_circ_001145	chr9:86303085-86304947:-	636.223	0	134.615	0	0	0
exo_circ_001146	chr11:118786051-118786518:-	460.424	0	0	0	519.93	0
exo_circ_001150	chr15:60442415-60445791:-	1004.562	0	894.226	0	0	0
exo_circ_001152	chr1:10095460-10105744:+	0	0	0	3425.334	199.973	0
exo_circ_001153	chr1:160836194-160839049:-	0	0	0	0	249.966	0
exo_circ_001154	chr1:222724091-222725555:+	0	0	673.074	0	0	0
exo_circ_001155	chr1:235800319-235801097:-	0	0	0	1756.995	0	0
exo_circ_001157	chr2:32114637-32116212:+	0	0	663.458	0	0	0
exo_circ_001158	chr2:61495454-61499894:-	0	2674.624	0	0	0	0
exo_circ_001159	chr3:160411919-160414517:+	0	0	0	1217.001	0	0
exo_circ_001160	chr3:63912587-63913225:+	0	0	0	451.338	899.879	0
exo_circ_001165	chr8:48043032-48049978:+	0	0	0	894.617	0	0
exo_circ_001169	chr15:38502311-38505920:-	0	0	0	0	9.999	798.454
exo_circ_001172	chr16:68190767-68191775:+	0	0	384.614	0	219.97	0
exo_circ_001173	chr19:54909244-54910065:+	1741.241	0	0	1112.226	199.973	0
exo_circ_001176	chr2:128186682-128187614:+	0	0	403.844	0	0	0
exo_circ_001179	chr2:61162841-61164540:+	0	1862.96	0	0	0	0
exo_circ_001181	chr7:27629370-27649633:-	435.31	1383.693	0	72.536	0	0
exo_circ_001182	chr7:55982209-55983868:+	0	0	0	0	1399.811	0
exo_circ_001183	chr8:60572045-60591969:+	0	0	0	0	0	2773.575
exo_circ_001186	chr10:91849511-91851336:+	1205.475	0	0	2450.121	0	0
exo_circ_001189	chr16:75411824-75414695:-	502.281	7.73	1201.917	0	0	0
exo_circ_001191	chr1:213077695-213117410:+	0	2427.26	0	0	0	0
exo_circ_001193	chr1:9931890-9936627:-	0	0	846.15	0	0	0
exo_circ_001195	chr2:44201185-44218537:+	0	0	201.922	0	0	0
exo_circ_001196	chr3:47610065-47638780:-	0	0	596.151	0	0	0
exo_circ_001197	chr3:50113382-50114251:+	2385.836	0	0	0	0	0
exo_circ_001200	chr7:11061790-11111467:+	2251.894	0	0	0	0	0
exo_circ_001202	chr7:33349067-33388144:+	0	0	0	0	0	1701.967
exo_circ_001204	chr8:70637814-70641050:-	0	0	0	0	429.942	0
exo_circ_001205	chr9:112080073-112098662:-	0	0	0	0	0	2206.253
exo_circ_001208	chr11:68596096-68603492:+	0	0	0	0	0	3551.017
exo_circ_001209	chr15:42827927-42840433:-	0	0	0	0	279.962	0
exo_circ_001211	chr18:76849525-76881512:+	0	0	0	0	0	3235.838
exo_circ_001213	chr22:31602211-31602785:+	0	0	278.845	0	0	0
exo_circ_001214	chr3:168036835-168048365:-	0	0	269.229	1337.895	0	0
exo_circ_001216	chr4:177351379-177353728:+	0	0	211.537	0	0	0
exo_circ_001217	chr5:69294792-69311204:-	0	0	0	2288.929	0	0
exo_circ_001219	chr6:149342684-149379518:+	0	1422.343	0	1160.584	0	0
exo_circ_001220	chr7:139053450-139055295:-	0	0	423.075	0	0	0
exo_circ_001223	chr10:31908171-31910563:-	0	0	0	0	1499.798	0
exo_circ_001224	chr13:110622215-110624279:+	1548.7	0	0	0	0	0
exo_circ_001231	chr18:58696365-58700591:+	0	0	0	0	499.933	0
exo_circ_001236	chr1:8655972-8656441:-	0	0	0	0	89.988	0
exo_circ_001240	chr4:148152468-148154901:-	0	0	0	0	0	2479.408
exo_circ_001241	chr5:108341926-108348530:-	0	0	0	1853.71	0	0
exo_circ_001242	chr6:18159882-18166378:+	0	0	0	0	409.945	0
exo_circ_001243	chr6:24416396-24418578:+	0	0	288.46	0	0	0
exo_circ_001245	chr7:77581426-77583650:+	0	0	0	0	339.954	0
exo_circ_001246	chr8:68022035-68060779:+	0	3215.732	192.307	0	0	0
exo_circ_001247	chr10:32543299-32584304:+	0	0	0	2699.969	0	0
exo_circ_001249	chr13:99243831-99244624:+	0	0	0	0	0	1596.907
exo_circ_001250	chr16:31090774-31091342:-	0	0	0	2683.85	0	0
exo_circ_001251	chr16:87748672-87762040:-	0	0	0	0	0	3445.957
exo_circ_001253	chr18:9524593-9525851:+	0	0	0	0	269.964	0
exo_circ_001254	chr1:171579353-171587751:+	945.963	0	0	1910.127	0	0
exo_circ_001255	chr2:9318523-9327911:+	0	0	0	0	149.98	0
exo_circ_001258	chr6:18256360-18258405:-	0	0	0	0	229.969	0
exo_circ_001260	chr7:16624982-16636455:-	0	0	749.996	1273.418	0	0
exo_circ_001261	chr8:38114191-38121149:+	0	4089.237	0	0	0	0
exo_circ_001266	chr17:50741101-50741731:+	0	0	1403.839	0	0	0
exo_circ_001269	chr21:39228499-39229436:-	0	0	0	693.126	669.91	0
exo_circ_001270	chr22:33761370-33765953:-	0	2365.419	249.999	40.298	0	0
exo_circ_001271	chr1:86715723-86724405:+	0	0	0	169.252	0	0
exo_circ_001273	chr3:47686048-47693300:-	0	0	0	580.292	0	0
exo_circ_001274	chr5:132616002-132618294:+	0	0	0	1096.107	0	0
exo_circ_001275	chr5:39002534-39021136:-	0	5256.486	0	0	679.908	0
exo_circ_001276	chr5:57246299-57247215:+	1364.531	0	0	0	0	0
exo_circ_001278	chr8:53769617-53772167:-	0	0	0	3231.903	0	0
exo_circ_001280	chr12:110382842-110396452:-	0	0	9.615	1547.445	0	1996.134
exo_circ_001283	chr16:50786854-50793664:+	1624.043	0	0	0	0	0
exo_circ_001286	chr1:25340473-25343073:+	0	4522.124	0	0	0	0
exo_circ_001287	chr2:39051143-39067753:-	0	3517.207	0	0	0	0
exo_circ_001290	chr4:76144148-76144473:-	0	0	0	0	399.946	0
exo_circ_001291	chr5:73051348-73068779:+	0	0	0	0	289.961	0
exo_circ_001295	chr13:113534044-113539507:+	0	0	0	274.027	0	0
exo_circ_001296	chr18:62556202-62565096:+	0	0	0	1881.919	0	0
exo_circ_001297	chr19:36449398-36450001:-	1615.671	0	0	0	0	0
exo_circ_001298	chr20:44978442-44987296:+	0	2234.006	355.768	0	0	2710.54
exo_circ_001299	chrY:2953908-2961646:+	0	0	605.766	0	0	0
exo_circ_001304	chr11:102362895-102368548:+	192.541	0	0	0	0	0
exo_circ_001306	chr12:100204939-100207786:+	0	3045.67	0	0	0	0
exo_circ_001308	chr14:34567685-34568013:-	0	0	326.922	0	0	0
exo_circ_001310	chr17:64363148-64370025:-	0	0	0	0	0	3067.742
exo_circ_001312	chr21:44855209-44861271:-	0	0	471.152	0	0	0
exo_circ_001313	chr1:200043773-200120955:+	0	2960.638	0	0	0	0
exo_circ_001314	chr1:58681784-58685251:-	0	0	0	0	1199.838	0
exo_circ_001316	chr2:190910262-190913364:+	0	0	0	1321.776	0	3130.778
exo_circ_001317	chr4:169463242-169508331:-	0	0	0	1595.803	0	0
exo_circ_001318	chr4:53383772-53389873:+	0	0	0	2232.512	0	0
exo_circ_001319	chr6:151348710-151353752:+	0	0	0	0	279.962	0
exo_circ_001323	chr8:130179263-130180880:-	2042.61	0	0	0	0	0
exo_circ_001328	chr15:57451499-57461892:+	0	0	0	0	159.978	0
exo_circ_001330	chr20:21339043-21344208:+	0	0	249.999	0	0	0
exo_circ_001331	chr20:37061102-37065473:-	0	2705.544	0	0	0	0
exo_circ_001332	chr1:10440346-10442441:+	0	0	0	0	619.916	0
exo_circ_001334	chr1:35388909-35390098:+	0	0	0	0	509.931	0
exo_circ_001335	chr1:52493610-52509712:-	0	0	1201.917	0	0	0
exo_circ_001336	chr2:143435600-143519364:+	0	0	124.999	0	0	0
exo_circ_001339	chr3:27448650-27452498:-	0	0	0	0	839.887	0
exo_circ_001340	chr5:119240418-119244576:+	0	0	980.765	0	0	0
exo_circ_001343	chr13:100301459-100340259:+	0	0	0	0	0	2374.349
exo_circ_001344	chr13:74406314-74406780:+	0	0	105.769	0	579.922	0
exo_circ_001345	chr15:63532646-63537156:+	0	0	0	0	489.934	0
exo_circ_001346	chr17:35478074-35480195:-	418.568	0	249.999	0	0	0
exo_circ_001348	chr18:24064139-24069271:+	0	0	403.844	0	0	0
exo_circ_001350	chr20:51454547-51475660:-	0	0	0	0	0	2248.277
exo_circ_001352	chr2:111944959-111947567:+	0	0	0	789.842	909.877	0
exo_circ_001355	chr2:45546731-45553730:-	0	1066.757	0	0	0	0
exo_circ_001356	chr2:85356966-85357252:+	0	2960.638	0	0	0	0
exo_circ_001357	chr3:138570317-138571356:-	904.106	0	0	0	0	0
