exo_circ_ID	CircRNA	WhB1	WhB2	WhB3	WhB4	WhB5
exo_circ_020887	chr6:73479731-73482620:+	0	0	0	0	9.073
exo_circ_020888	chr6:82212706-82214829:-	0	0	14.969	9.684	4.537
exo_circ_020893	chr7:107527236-107548332:-	0	0	0	0	4.537
exo_circ_020900	chr7:18654762-18666476:+	0	0	3.742	0	0
exo_circ_020901	chr7:30524366-30551479:-	0	0	0	0	4.537
exo_circ_020904	chr7:48511083-48528345:+	0	0	0	19.368	9.073
exo_circ_020906	chr7:55978125-55981567:+	13.859	60.734	7.484	9.684	9.073
exo_circ_020907	chr7:56068481-56073111:+	0	0	7.484	0	0
exo_circ_020908	chr7:6049911-6054704:-	0	0	7.484	0	18.146
exo_circ_020916	chr7:92350949-92371607:+	13.859	0	0	0	4.537
exo_circ_020918	chr7:98191613-98194572:+	0	0	3.742	0	13.61
exo_circ_020921	chr8:115603872-115623758:-	13.859	0	0	0	0
exo_circ_020922	chr8:119756005-119791459:-	0	0	0	0	4.537
exo_circ_020925	chr8:130134295-130180880:-	0	0	0	0	9.073
exo_circ_020927	chr8:130159863-130214701:-	0	0	0	9.684	0
exo_circ_020928	chr8:130179263-130188183:-	0	0	11.227	19.368	0
exo_circ_020929	chr8:140743229-140761262:-	0	0	0	0	9.073
exo_circ_020935	chr8:31154623-31157530:+	13.859	15.183	11.227	0	9.073
exo_circ_020936	chr8:33388962-33389798:-	0	0	0	19.368	0
exo_circ_020938	chr8:47440322-47440542:+	0	0	0	0	4.537
exo_circ_020940	chr8:47900372-47930787:-	13.859	0	7.484	0	0
exo_circ_020953	chr8:99502835-99521010:+	27.719	0	3.742	0	0
exo_circ_020954	chr9:100018255-100022226:-	0	0	0	0	9.073
exo_circ_020957	chr9:113988320-113988580:+	13.859	0	3.742	0	0
exo_circ_020961	chr9:125657650-125669907:-	0	15.183	3.742	0	9.073
exo_circ_020962	chr9:128317151-128321730:-	0	15.183	0	9.684	0
exo_circ_020967	chr9:130620353-130623711:+	0	15.183	0	9.684	0
exo_circ_020971	chr9:17187083-17236588:+	0	0	3.742	38.735	4.537
exo_circ_020972	chr9:17235657-17298352:+	0	0	0	9.684	0
exo_circ_020979	chr9:26884809-26887513:-	0	0	0	0	4.537
exo_circ_020980	chr9:26984256-27011968:+	0	0	0	9.684	9.073
exo_circ_020981	chr9:27044741-27056459:+	0	15.183	0	0	31.756
exo_circ_020984	chr9:5931543-5933881:-	110.876	60.734	52.391	67.786	40.829
exo_circ_020985	chr9:6805598-6805774:+	0	0	11.227	0	9.073
exo_circ_020990	chr9:92268173-92269983:-	0	0	0	0	4.537
exo_circ_020991	chr9:92631585-92635913:+	27.719	0	0	0	0
exo_circ_020993	chr9:96458378-96484659:+	0	15.183	0	0	0
exo_circ_020994	chr10:100929316-100938736:+	0	0	0	0	4.537
exo_circ_020996	chr10:102685815-102699489:-	0	0	3.742	0	0
exo_circ_020997	chr10:110124122-110130486:+	0	0	0	19.368	0
exo_circ_021005	chr10:125827557-125831607:+	13.859	30.367	11.227	9.684	4.537
exo_circ_021007	chr10:13110273-13110476:+	41.578	0	52.391	116.205	40.829
exo_circ_021010	chr10:20105246-20147902:+	0	0	0	0	9.073
exo_circ_021013	chr10:63380317-63404965:-	13.859	0	14.969	9.684	18.146
exo_circ_021016	chr10:68393137-68396881:-	0	15.183	18.711	19.368	9.073
exo_circ_021018	chr10:68458738-68470163:-	27.719	0	0	0	4.537
exo_circ_021026	chr10:92613039-92621473:+	0	15.183	11.227	29.051	22.683
exo_circ_021028	chr10:94352309-94358215:-	0	0	3.742	0	4.537
exo_circ_021029	chr10:96544075-96559736:-	13.859	0	0	0	0
exo_circ_021030	chr10:97243967-97259628:-	0	0	18.711	19.368	18.146
exo_circ_021032	chr11:107348936-107353736:-	0	0	3.742	0	4.537
exo_circ_021035	chr11:113840597-113854335:-	0	0	0	19.368	4.537
exo_circ_021036	chr11:116949713-116957064:-	0	15.183	0	0	0
exo_circ_021041	chr11:120446402-120467308:+	0	0	0	9.684	13.61
exo_circ_021042	chr11:121470006-121497049:+	0	0	0	0	13.61
exo_circ_021047	chr11:33286412-33341686:+	0	15.183	0	0	0
exo_circ_021048	chr11:35176574-35190065:+	0	0	3.742	0	4.537
exo_circ_021049	chr11:43448001-43451265:+	0	0	7.484	0	0
exo_circ_021054	chr11:65649756-65650051:+	0	0	0	9.684	0
exo_circ_021059	chr11:77691158-77698693:-	0	0	3.742	0	0
exo_circ_021062	chr11:86003365-86031611:-	13.859	91.1	41.165	29.051	36.293
exo_circ_021063	chr11:9283370-9295387:-	0	0	14.969	19.368	4.537
exo_circ_021064	chr11:93729869-93730148:+	0	30.367	93.556	174.308	117.951
exo_circ_021070	chr12:109488571-109507735:+	0	0	0	0	13.61
exo_circ_021071	chr12:110018344-110033957:+	0	0	0	9.684	4.537
exo_circ_021072	chr12:1115865-1190052:+	0	0	0	9.684	0
exo_circ_021075	chr12:122218265-122224644:-	0	0	0	9.684	4.537
exo_circ_021077	chr12:122538338-122539754:+	124.735	0	63.618	77.47	36.293
exo_circ_021080	chr12:19253939-19261021:+	0	0	7.484	0	4.537
exo_circ_021083	chr12:28362437-28391411:+	13.859	45.55	33.68	38.735	27.22
exo_circ_021084	chr12:30713784-30724451:-	27.719	0	26.196	29.051	36.293
exo_circ_021090	chr12:64495482-64497754:+	13.859	0	0	0	0
exo_circ_021093	chr12:68696818-68715740:+	0	15.183	0	0	0
exo_circ_021094	chr12:71638417-71660427:-	13.859	0	0	0	4.537
exo_circ_021096	chr12:871264-873178:+	13.859	0	18.711	0	4.537
exo_circ_021097	chr12:89603042-89604346:-	0	0	3.742	0	0
exo_circ_021098	chr12:94375885-94403262:-	0	0	7.484	9.684	0
exo_circ_021100	chr12:98614253-98634413:-	41.578	0	0	0	22.683
exo_circ_021101	chr12:9971576-9982129:+	0	0	7.484	9.684	0
exo_circ_021104	chr13:113190871-113200516:-	13.859	0	11.227	9.684	0
exo_circ_021109	chr13:28174271-28176559:+	0	0	0	9.684	0
exo_circ_021114	chr13:45516142-45529918:+	0	0	3.742	0	0
exo_circ_021116	chr13:46020448-46023954:-	0	0	0	0	9.073
exo_circ_021118	chr13:49191014-49191384:+	0	0	0	0	9.073
exo_circ_021120	chr13:50927406-50943394:+	13.859	0	0	0	0
exo_circ_021124	chr13:77744282-77746855:+	0	0	0	0	4.537
exo_circ_021126	chr14:39095897-39096139:-	0	0	3.742	0	0
exo_circ_021127	chr14:45151396-45155459:+	0	0	0	0	9.073
exo_circ_021128	chr14:49825866-49833496:-	0	0	11.227	0	22.683
exo_circ_021129	chr14:50145169-50153173:-	13.859	15.183	11.227	0	0
exo_circ_021131	chr14:52750682-52771183:+	0	15.183	0	0	0
exo_circ_021134	chr14:58318541-58328316:+	0	0	11.227	0	4.537
exo_circ_021135	chr14:58442705-58448493:+	0	0	3.742	9.684	9.073
exo_circ_021137	chr14:61721508-61732524:+	0	0	3.742	9.684	0
exo_circ_021139	chr14:63982629-63991115:+	0	0	0	0	4.537
exo_circ_021148	chr14:74802555-74821137:+	13.859	0	0	0	0
exo_circ_021149	chr14:75041614-75042477:-	0	30.367	3.742	0	0
exo_circ_021152	chr14:77453298-77454102:-	0	15.183	0	9.684	0
exo_circ_021153	chr14:81192518-81204104:-	0	0	3.742	0	0
exo_circ_021155	chr14:91462048-91462877:-	0	0	7.484	0	0
exo_circ_021156	chr14:91473032-91476986:-	13.859	0	0	0	0
exo_circ_021160	chr14:96852830-96860735:+	0	0	11.227	0	4.537
exo_circ_021165	chr15:40196544-40210210:+	0	0	3.742	0	0
exo_circ_021170	chr15:50452565-50459162:+	13.859	15.183	26.196	29.051	27.22
exo_circ_021171	chr15:50569886-50592626:-	0	0	3.742	0	4.537
exo_circ_021176	chr15:63758174-63775649:-	0	0	0	9.684	4.537
exo_circ_021179	chr15:65478879-65481615:-	0	0	0	0	4.537
exo_circ_021181	chr15:72563393-72572165:+	0	0	0	0	13.61
exo_circ_021183	chr15:77283882-77365225:-	0	0	0	0	4.537
exo_circ_021187	chr15:90441505-90456315:+	0	0	0	9.684	0
exo_circ_021188	chr15:90492544-90494835:+	0	0	3.742	0	0
exo_circ_021190	chr16:10472109-10480964:+	13.859	0	0	0	0
exo_circ_021191	chr16:11763477-11775013:-	0	0	7.484	0	9.073
exo_circ_021196	chr16:15581216-15583238:+	13.859	0	0	0	0
exo_circ_021201	chr16:27533290-27545523:-	13.859	0	0	9.684	0
exo_circ_021211	chr16:66730111-66734311:-	0	0	0	9.684	0
exo_circ_021212	chr16:67036674-67099799:+	0	0	0	9.684	0
exo_circ_021220	chr16:8903267-8904565:-	0	0	7.484	0	18.146
exo_circ_021222	chr16:89883350-89887717:+	0	0	3.742	0	4.537
exo_circ_021223	chr17:1513452-1513979:-	27.719	0	7.484	19.368	18.146
exo_circ_021224	chr17:16146375-16153395:-	0	0	11.227	0	4.537
exo_circ_021229	chr17:30877415-30887372:+	0	0	7.484	0	4.537
exo_circ_021232	chr17:39424626-39432016:-	41.578	0	0	0	9.073
exo_circ_021233	chr17:40411108-40413625:-	13.859	0	0	0	0
exo_circ_021237	chr17:50695853-50700651:-	0	0	0	9.684	0
exo_circ_021241	chr17:58694930-58695189:+	13.859	0	7.484	0	0
exo_circ_021243	chr17:60236137-60271481:-	0	0	18.711	9.684	22.683
exo_circ_021245	chr17:61057543-61084564:+	0	0	11.227	0	4.537
exo_circ_021247	chr17:61780260-61801474:-	0	0	0	0	4.537
exo_circ_021248	chr17:63632680-63667060:+	27.719	0	0	0	0
exo_circ_021250	chr17:69259705-69261748:-	0	15.183	3.742	9.684	0
exo_circ_021255	chr18:22992747-22996462:+	0	0	18.711	0	45.366
exo_circ_021256	chr18:23474947-23479424:+	0	0	11.227	0	0
exo_circ_021260	chr18:39388428-39460737:-	0	0	3.742	0	0
exo_circ_021263	chr18:55350358-55351003:-	27.719	0	18.711	19.368	13.61
exo_circ_021269	chr19:10631056-10632156:+	0	0	3.742	0	0
exo_circ_021271	chr19:1271328-1272051:+	13.859	30.367	18.711	0	9.073
exo_circ_021273	chr19:2111678-2112967:-	0	0	3.742	0	0
exo_circ_021275	chr19:36823284-36825692:-	0	0	0	9.684	0
exo_circ_021281	chr19:8539946-8544464:-	0	0	0	0	4.537
exo_circ_021286	chr20:19378650-19392788:+	0	0	3.742	0	0
exo_circ_021290	chr20:35899369-35899648:+	13.859	0	0	0	0
exo_circ_021293	chr20:37067985-37068186:-	69.297	45.55	67.36	38.735	81.659
exo_circ_021298	chr20:447888-459545:-	13.859	0	0	0	9.073
exo_circ_021302	chr20:50902016-50928825:-	0	0	11.227	0	0
exo_circ_021309	chr22:17900841-17906886:-	0	30.367	0	0	0
exo_circ_021313	chr22:38493709-38501280:-	41.578	0	3.742	0	0
exo_circ_021314	chr22:41137652-41140257:+	27.719	15.183	7.484	0	18.146
exo_circ_021317	chrX:111736713-111737081:+	13.859	0	0	0	0
exo_circ_021321	chrX:18936054-18941675:-	13.859	0	0	0	0
exo_circ_021322	chrX:19950752-19955566:-	0	0	7.484	9.684	0
exo_circ_021325	chrX:45082575-45083608:+	0	15.183	0	0	4.537
exo_circ_021326	chrX:51327720-51357027:-	41.578	60.734	29.938	29.051	27.22
exo_circ_021331	chrX:78129678-78131773:-	0	45.55	26.196	0	27.22
exo_circ_021337	chr1:108991253-109011718:-	13.859	15.183	3.742	0	0
exo_circ_021350	chr1:13730999-13773188:+	0	0	0	0	4.537
exo_circ_021351	chr1:145994015-145995291:-	0	0	0	0	4.537
exo_circ_021361	chr1:151054230-151056786:-	0	0	0	9.684	0
exo_circ_021370	chr1:155438326-155440593:-	0	0	0	9.684	0
exo_circ_021374	chr1:15656616-15661159:+	0	15.183	7.484	19.368	0
exo_circ_021391	chr1:171568246-171587751:+	0	0	3.742	9.684	0
exo_circ_021418	chr1:20747543-20773610:-	0	15.183	0	19.368	4.537
exo_circ_021423	chr1:21695065-21701602:-	0	0	3.742	0	0
exo_circ_021431	chr1:224189576-224190319:+	27.719	0	0	19.368	22.683
exo_circ_021434	chr1:227040130-227051985:-	13.859	0	7.484	19.368	4.537
exo_circ_021438	chr1:229486370-229498306:-	0	0	3.742	0	0
exo_circ_021439	chr1:229521268-229521635:-	0	0	52.391	38.735	22.683
exo_circ_021440	chr1:23030468-23053839:+	0	0	3.742	0	0
exo_circ_021452	chr1:236220831-236226739:-	0	15.183	0	0	0
exo_circ_021453	chr1:236243421-236253505:-	0	0	3.742	0	9.073
exo_circ_021468	chr1:28038838-28042650:-	124.735	45.55	67.36	135.573	63.512
exo_circ_021470	chr1:28480450-28493091:+	0	0	0	9.684	0
exo_circ_021471	chr1:29053103-29097935:+	13.859	0	7.484	0	13.61
exo_circ_021472	chr1:29097806-29112448:+	0	0	7.484	0	0
exo_circ_021475	chr1:31055312-31059577:-	0	0	7.484	9.684	0
exo_circ_021478	chr1:35014987-35015162:-	0	0	0	0	4.537
exo_circ_021489	chr1:42773562-42774868:+	0	0	0	0	4.537
exo_circ_021498	chr1:45642426-45659142:-	0	15.183	0	0	0
exo_circ_021501	chr1:47269634-47301748:-	0	15.183	0	0	0
exo_circ_021502	chr1:50655441-50705891:-	0	0	7.484	0	9.073
exo_circ_021508	chr1:52801818-52802139:+	0	0	22.453	19.368	22.683
exo_circ_021513	chr1:61404103-61406727:+	41.578	30.367	7.484	9.684	4.537
exo_circ_021519	chr1:70231094-70231975:+	0	0	0	9.684	4.537
exo_circ_021520	chr1:75732643-75740110:+	0	0	3.742	9.684	4.537
exo_circ_021534	chr1:86724312-86735179:+	0	0	3.742	0	0
exo_circ_021537	chr1:90018684-90027708:+	0	15.183	7.484	0	9.073
exo_circ_021541	chr1:92323444-92345914:+	0	0	11.227	0	9.073
exo_circ_021553	chr2:111123732-111124139:+	55.438	0	37.422	38.735	27.22
exo_circ_021554	chr2:111150043-111153904:+	55.438	121.467	33.68	19.368	22.683
exo_circ_021556	chr2:112746419-112752474:-	0	15.183	0	0	0
exo_circ_021557	chr2:112746419-112760764:-	13.859	0	0	0	0
exo_circ_021563	chr2:135265533-135315530:-	0	0	0	9.684	0
exo_circ_021564	chr2:135504328-135504496:-	55.438	15.183	26.196	0	9.073
exo_circ_021574	chr2:151255532-151255743:-	0	0	3.742	19.368	0
exo_circ_021575	chr2:151461225-151475219:+	0	0	0	0	4.537
exo_circ_021588	chr2:170073427-170080023:+	0	0	3.742	0	0
exo_circ_021600	chr2:181493324-181498777:+	0	0	0	9.684	0
exo_circ_021607	chr2:190900563-190923983:+	0	0	0	0	4.537
exo_circ_021610	chr2:196143559-196146055:-	0	0	0	0	9.073
exo_circ_021615	chr2:202467518-202513829:+	0	0	3.742	0	0
exo_circ_021617	chr2:203056426-203077837:+	0	0	3.742	0	0
exo_circ_021622	chr2:207555627-207567563:+	0	0	3.742	19.368	0
exo_circ_021624	chr2:208271510-208273733:+	0	0	3.742	19.368	4.537
exo_circ_021640	chr2:241434157-241435030:+	27.719	106.284	37.422	58.103	31.756
exo_circ_021643	chr2:25607235-25628384:-	0	0	3.742	0	9.073
exo_circ_021644	chr2:25799384-25856839:-	0	0	0	9.684	0
exo_circ_021645	chr2:27372622-27374433:+	13.859	0	0	0	0
exo_circ_021653	chr2:33257283-33301644:+	0	0	3.742	0	0
exo_circ_021654	chr2:3559403-3559729:+	0	0	3.742	0	0
exo_circ_021665	chr2:39051143-39058804:-	0	0	7.484	0	9.073
exo_circ_021671	chr2:47808328-47813867:-	0	0	3.742	19.368	0
exo_circ_021674	chr2:53906597-53908418:-	0	0	3.742	9.684	0
exo_circ_021675	chr2:53919150-53923419:-	0	0	0	0	4.537
exo_circ_021678	chr2:61331275-61350693:-	0	15.183	0	0	4.537
exo_circ_021679	chr2:61481184-61485962:-	0	0	7.484	0	9.073
exo_circ_021688	chr2:74046281-74048411:+	0	0	3.742	0	0
exo_circ_021692	chr2:75670137-75692100:-	0	0	3.742	0	0
exo_circ_021694	chr2:85847860-85863485:-	0	0	0	0	4.537
exo_circ_021702	chr2:8958496-8958642:-	27.719	15.183	29.938	38.735	36.293
exo_circ_021704	chr2:9418625-9420100:-	0	0	3.742	0	9.073
exo_circ_021705	chr2:9428764-9433960:+	0	0	11.227	0	13.61
exo_circ_021712	chr2:98663045-98678471:-	0	15.183	0	0	0
exo_circ_021713	chr2:99186176-99188257:+	110.876	0	82.329	0	127.024
exo_circ_021714	chr2:99376346-99382921:+	0	0	0	0	9.073
exo_circ_021720	chr3:108605334-108625969:+	0	0	0	0	4.537
exo_circ_021721	chr3:108646616-108662257:+	0	0	7.484	0	0
exo_circ_021723	chr3:111981783-111986375:+	27.719	0	0	0	0
exo_circ_021737	chr3:130723413-130736002:-	0	0	3.742	0	0
exo_circ_021739	chr3:130953820-130980679:+	0	0	0	0	9.073
exo_circ_021747	chr3:136283836-136317064:+	0	0	0	0	4.537
exo_circ_021753	chr3:141571405-141577106:+	0	0	3.742	0	0
exo_circ_021755	chr3:141993537-141995141:-	27.719	15.183	0	0	13.61
exo_circ_021756	chr3:142332374-142357119:-	0	0	7.484	0	18.146
exo_circ_021769	chr3:155842431-155843577:-	27.719	0	0	0	9.073
exo_circ_021772	chr3:160402675-160404504:+	0	0	3.742	0	4.537
exo_circ_021773	chr3:160423424-160426200:+	0	0	3.742	0	9.073
exo_circ_021778	chr3:170122590-170128836:-	0	0	0	9.684	0
exo_circ_021786	chr3:172755482-172756503:+	13.859	0	7.484	0	13.61
exo_circ_021800	chr3:185437446-185437630:+	0	0	0	19.368	4.537
exo_circ_021813	chr3:196727922-196731092:+	0	15.183	0	0	0
exo_circ_021819	chr3:197926023-197932302:-	0	15.183	7.484	19.368	4.537
exo_circ_021820	chr3:21510860-21511757:-	13.859	0	3.742	0	0
exo_circ_021822	chr3:25604759-25609712:-	0	0	3.742	0	0
exo_circ_021825	chr3:32534510-32557795:-	0	0	3.742	0	0
exo_circ_021826	chr3:33408689-33425741:-	0	0	0	9.684	13.61
exo_circ_021827	chr3:33612000-33644903:-	0	0	0	0	4.537
exo_circ_021832	chr3:43536537-43565727:-	0	15.183	0	0	0
exo_circ_021841	chr3:53183120-53183581:+	0	0	3.742	0	0
exo_circ_021843	chr3:56615921-56619901:+	0	0	3.742	0	4.537
exo_circ_021854	chr3:71690009-71693941:-	0	0	3.742	19.368	9.073
exo_circ_021855	chr3:71696459-71699708:-	13.859	0	0	0	0
exo_circ_021860	chr4:102795425-102826636:-	13.859	0	0	0	0
exo_circ_021861	chr4:103132692-103163553:-	13.859	0	0	0	0
exo_circ_021862	chr4:103161334-103163553:-	27.719	60.734	14.969	0	0
exo_circ_021866	chr4:109462900-109494856:+	0	0	0	0	13.61
exo_circ_021867	chr4:109506327-109516640:+	0	0	3.742	0	0
exo_circ_021871	chr4:112562370-112589874:-	13.859	0	3.742	9.684	0
exo_circ_021872	chr4:112644667-112654159:+	0	0	0	0	4.537
exo_circ_021875	chr4:121847403-121854820:-	13.859	0	0	0	0
exo_circ_021880	chr4:128162193-128179512:+	13.859	15.183	3.742	0	22.683
exo_circ_021883	chr4:139520276-139529220:-	0	0	3.742	0	0
exo_circ_021888	chr4:152863605-152888307:+	0	0	3.742	0	0
exo_circ_021898	chr4:1730886-1735834:+	0	0	0	0	4.537
exo_circ_021899	chr4:177322458-177336321:+	0	0	7.484	0	0
exo_circ_021905	chr4:24548854-24556410:-	0	0	3.742	0	0
exo_circ_021909	chr4:26717932-26748526:+	0	0	0	0	4.537
exo_circ_021912	chr4:2881897-2882060:+	41.578	15.183	22.453	19.368	4.537
exo_circ_021913	chr4:2914883-2915040:+	0	0	0	0	9.073
exo_circ_021918	chr4:36114169-36121326:-	0	15.183	0	0	0
exo_circ_021927	chr4:48379689-48383784:+	0	15.183	0	0	0
exo_circ_021930	chr4:48586620-48606606:-	0	0	0	0	9.073
exo_circ_021931	chr4:53379224-53399839:+	13.859	0	14.969	0	0
exo_circ_021932	chr4:55453053-55456300:-	0	45.55	0	9.684	0
exo_circ_021941	chr4:68332102-68337900:-	0	0	0	0	4.537
exo_circ_021957	chr4:89008950-89012188:-	0	0	0	9.684	4.537
exo_circ_021966	chr5:103173154-103201675:+	0	0	0	0	4.537
exo_circ_021968	chr5:109698622-109729513:+	0	0	0	0	4.537
exo_circ_021969	chr5:112259228-112307490:-	0	0	0	0	4.537
exo_circ_021971	chr5:112992127-113004077:+	13.859	0	0	9.684	9.073
exo_circ_021976	chr5:131180094-131203162:+	0	0	0	0	18.146
exo_circ_021978	chr5:131430858-131433658:-	0	0	0	9.684	0
exo_circ_021981	chr5:132559283-132580066:+	0	0	0	9.684	0
exo_circ_021986	chr5:138386021-138386621:+	0	0	0	0	9.073
exo_circ_021990	chr5:140512827-140529796:+	0	0	3.742	0	0
exo_circ_021992	chr5:142894237-142932125:+	0	0	0	0	4.537
exo_circ_021994	chr5:145659667-145704295:-	0	0	7.484	0	4.537
exo_circ_021998	chr5:148433423-148440527:+	27.719	0	0	0	0
exo_circ_022012	chr5:173953090-173953272:+	13.859	0	18.711	0	13.61
exo_circ_022013	chr5:177135086-177204292:+	13.859	0	0	0	4.537
exo_circ_022017	chr5:179716104-179720560:+	0	0	0	0	4.537
exo_circ_022019	chr5:37170040-37175986:-	0	0	3.742	0	0
exo_circ_022034	chr5:65576878-65586181:+	0	0	3.742	0	0
exo_circ_022040	chr5:66822768-66870852:+	0	0	3.742	0	0
exo_circ_022043	chr5:74725639-74726126:-	0	0	0	0	4.537
exo_circ_022049	chr5:78089392-78101025:-	0	0	3.742	29.051	0
exo_circ_022052	chr5:79619611-79649190:+	0	15.183	0	0	0
exo_circ_022053	chr5:79648616-79649190:+	27.719	0	7.484	9.684	4.537
exo_circ_022054	chr5:80146089-80147284:-	124.735	75.917	29.938	0	49.902
exo_circ_022062	chr5:95736888-95752350:+	13.859	0	0	9.684	0
exo_circ_022068	chr5:98879551-98883237:-	13.859	0	0	0	0
exo_circ_022075	chr6:108567171-108569742:+	0	0	0	9.684	13.61
exo_circ_022078	chr6:109573441-109586072:-	0	0	0	9.684	0
exo_circ_022088	chr6:131184372-131242184:+	0	0	3.742	9.684	0
exo_circ_022090	chr6:133980081-133984479:+	27.719	0	3.742	0	18.146
exo_circ_022091	chr6:13639562-13642591:-	13.859	15.183	0	0	0
exo_circ_022105	chr6:150955994-150965037:+	0	0	0	0	4.537
exo_circ_022114	chr6:158267233-158314268:+	0	0	11.227	0	0
exo_circ_022118	chr6:163420016-163478896:+	0	15.183	0	0	0
exo_circ_022137	chr6:34994301-35018059:+	0	0	0	0	4.537
exo_circ_022145	chr6:42615070-42635546:+	0	15.183	3.742	0	0
exo_circ_022147	chr6:42641581-42650386:+	0	0	0	9.684	0
exo_circ_022156	chr6:63694580-63702639:+	0	0	0	9.684	4.537
exo_circ_022160	chr6:73425463-73445747:-	0	0	7.484	9.684	13.61
exo_circ_022162	chr6:75663220-75678927:+	0	0	3.742	0	4.537
exo_circ_022163	chr6:78946710-78947775:-	0	0	0	9.684	4.537
exo_circ_022173	chr6:98899267-98927822:-	0	15.183	3.742	19.368	4.537
exo_circ_022175	chr7:100103408-100103692:+	0	0	7.484	0	4.537
exo_circ_022182	chr7:105639486-105649560:-	0	0	0	9.684	4.537
exo_circ_022184	chr7:107291057-107298346:-	0	0	0	9.684	4.537
exo_circ_022193	chr7:124827213-124829342:-	0	30.367	14.969	19.368	4.537
exo_circ_022198	chr7:131387119-131397376:+	13.859	15.183	18.711	9.684	9.073
exo_circ_022199	chr7:131397266-131411383:+	0	0	0	0	4.537
exo_circ_022200	chr7:131429032-131466415:+	0	0	0	0	4.537
exo_circ_022207	chr7:139073855-139089759:-	27.719	0	7.484	19.368	9.073
exo_circ_022212	chr7:140113490-140124783:-	0	15.183	7.484	29.051	4.537
exo_circ_022218	chr7:155665174-155678684:+	13.859	0	0	48.419	13.61
exo_circ_022219	chr7:156762133-156763795:-	13.859	0	7.484	9.684	4.537
exo_circ_022222	chr7:17845594-17868490:-	0	0	3.742	0	13.61
exo_circ_022231	chr7:26196806-26197732:-	13.859	0	0	0	0
exo_circ_022233	chr7:27769675-27787603:+	0	0	0	0	4.537
exo_circ_022234	chr7:27785162-27792230:+	0	15.183	0	0	0
exo_circ_022237	chr7:36422632-36423943:+	0	0	0	0	13.61
exo_circ_022238	chr7:38342255-38350450:+	0	15.183	0	0	0
exo_circ_022241	chr7:50387344-50391863:+	0	0	0	9.684	0
exo_circ_022243	chr7:5505411-5505630:-	0	30.367	0	0	0
exo_circ_022244	chr7:6037423-6039014:-	13.859	0	14.969	48.419	27.22
exo_circ_022251	chr7:77940029-77942786:+	0	0	3.742	0	0
exo_circ_022252	chr7:8055432-8060248:+	0	0	14.969	0	0
exo_circ_022257	chr7:92093096-92107422:+	13.859	0	0	0	0
exo_circ_022273	chr8:109481432-109485173:+	0	0	0	9.684	0
exo_circ_022277	chr8:123082701-123109592:+	13.859	0	3.742	0	0
exo_circ_022278	chr8:123359576-123380677:-	0	0	3.742	9.684	4.537
exo_circ_022290	chr8:17989858-17991700:+	0	0	0	0	4.537
exo_circ_022296	chr8:28980070-29009182:+	0	0	0	0	9.073
exo_circ_022300	chr8:30607056-30635123:-	0	0	0	0	9.073
exo_circ_022302	chr8:31058371-31065063:+	13.859	0	0	0	0
exo_circ_022303	chr8:31058371-31068327:+	0	0	11.227	0	0
exo_circ_022305	chr8:38106377-38107166:+	0	0	14.969	0	0
exo_circ_022309	chr8:47974733-47975848:+	0	0	3.742	0	9.073
exo_circ_022310	chr8:51848334-51861246:-	13.859	15.183	11.227	0	13.61
exo_circ_022312	chr8:55785718-55790299:+	27.719	0	0	9.684	0
exo_circ_022316	chr8:65779719-65782843:-	41.578	15.183	3.742	0	0
exo_circ_022319	chr8:67105904-67112075:+	0	45.55	26.196	58.103	22.683
exo_circ_022339	chr9:100310309-100320398:-	0	0	0	0	9.073
exo_circ_022340	chr9:109060353-109064567:-	0	0	3.742	9.684	9.073
exo_circ_022344	chr9:112250928-112276013:-	0	0	3.742	0	4.537
exo_circ_022371	chr9:137743391-137818138:+	0	15.183	0	0	0
exo_circ_022374	chr9:17304048-17342444:+	0	0	0	0	4.537
exo_circ_022380	chr9:19326063-19327014:+	0	0	0	0	4.537
exo_circ_022385	chr9:32455930-32459514:-	0	15.183	0	0	0
exo_circ_022391	chr9:36390466-36395487:-	0	0	14.969	0	13.61
exo_circ_022403	chr9:70278490-70280899:+	0	0	0	9.684	0
exo_circ_022404	chr9:77337254-77344281:+	13.859	0	7.484	9.684	0
exo_circ_022405	chr9:77952325-77999328:-	13.859	0	11.227	29.051	27.22
exo_circ_022407	chr9:83663874-83678599:-	0	45.55	0	0	0
exo_circ_022408	chr9:83669184-83686155:-	0	0	0	0	4.537
exo_circ_022409	chr9:85677435-85681335:-	27.719	0	18.711	0	13.61
exo_circ_022415	chr9:97430932-97441875:+	0	0	0	9.684	0
exo_circ_022418	chr10:102025155-102033339:-	0	0	7.484	0	0
exo_circ_022419	chr10:103049706-103068722:+	0	0	7.484	0	4.537
exo_circ_022424	chr10:110998844-111000545:+	27.719	30.367	26.196	19.368	22.683
exo_circ_022426	chr10:114144496-114151220:-	0	15.183	0	0	0
exo_circ_022428	chr10:118695140-118707587:-	0	0	0	0	4.537
exo_circ_022431	chr10:119575690-119580538:-	0	15.183	3.742	0	0
exo_circ_022432	chr10:11967340-12014184:-	0	0	0	9.684	13.61
exo_circ_022436	chr10:12084539-12087729:+	0	0	0	9.684	0
exo_circ_022439	chr10:13108137-13110476:+	0	0	0	0	4.537
exo_circ_022443	chr10:16733978-16764510:-	0	0	0	0	4.537
exo_circ_022455	chr10:27012881-27017792:-	0	0	7.484	19.368	9.073
exo_circ_022458	chr10:28610698-28617784:+	13.859	0	0	0	0
