exo_circ_ID	CircRNA	HCC1	HCC2	HCC3	HCC4	HCC5	HCC6	HCC7	HCC8	HCC9	HCC10	HCC11	HCC12	HCC13	HCC14	HCC15	HCC16	HCC17	HCC18	HCC19	HCC20	HCC21
exo_circ_000961	chr11:77624962-77625818:-	0	588.938	0	0	0	0	115.292	234.641	89.729	133.111	680.843	137.784	616.985	366.735	555.511	0	299.394	0	154.017	273.767	0
exo_circ_000962	chr12:32607956-32611283:+	0	362.913	0	131.789	104.308	0	243.394	191.418	82.252	239.599	0	0	389.175	0	0	0	199.596	0	0	0	290.43
exo_circ_000963	chr13:40942951-40943925:-	136.572	70.036	0	184.505	0	157.762	0	253.165	0	0	316.448	0	0	704.706	246.894	0	0	149.409	658.072	212.93	0
exo_circ_000964	chr13:95723241-95725252:+	273.144	292.877	0	205.592	0	192.82	0	703.923	0	505.82	38.357	289.346	104.413	28.764	0	0	464.061	0	308.034	511.031	264.028
exo_circ_000965	chr14:55181212-55183753:-	0	254.676	145.954	63.259	256.03	0	0	0	381.348	252.91	0	0	303.747	0	341.853	0	289.415	124.508	119.013	85.172	70.407
exo_circ_000966	chr15:41375711-41377304:+	302.41	261.043	0	0	0	359.347	51.241	24.699	343.961	0	86.304	130.895	0	0	0	514.524	204.586	1029.263	154.017	0	0
exo_circ_000967	chr17:58003650-58005041:-	0	407.481	0	0	0	315.524	121.697	135.845	59.819	339.432	364.395	0	180.349	136.627	132.943	0	319.354	0	0	0	0
exo_circ_000968	chr18:21039471-21044186:-	0	0	0	0	0	648.577	262.609	104.971	119.639	312.81	191.787	137.784	531.556	0	256.39	388.15	0	0	273.03	0	0
exo_circ_000969	chr18:9583116-9595153:-	331.675	331.078	398.567	0	227.582	0	0	0	0	0	412.341	0	227.81	0	0	848.513	319.354	149.409	189.021	182.511	0
exo_circ_000970	chr19:52282110-52283413:+	517.023	120.971	0	0	0	35.058	76.861	0	0	26.622	0	0	0	294.826	678.958	379.123	0	0	413.045	322.436	132.014
exo_circ_000971	chr1:227193785-227254155:-	0	0	505.226	0	199.134	0	115.292	179.068	74.774	106.488	0	0	151.873	0	0	306.909	279.435	0	168.018	73.004	211.222
exo_circ_000972	chr1:66946149-66959743:+	48.776	114.604	0	0	0	0	0	271.69	321.529	0	0	0	0	0	0	731.166	0	473.129	672.074	304.185	567.659
exo_circ_000973	chr2:61278164-61281242:-	0	63.669	0	110.703	0	0	115.292	98.796	82.252	0	0	151.562	455.62	0	284.877	0	0	215.813	70.008	0	0
exo_circ_000974	chr3:151350058-151356039:+	0	12.734	0	0	0	473.286	256.204	185.243	239.277	159.733	182.197	0	0	0	0	0	14.97	0	63.007	0	255.227
exo_circ_000975	chr3:32534510-32545965:-	0	0	0	0	625.85	359.347	121.697	185.243	186.935	73.211	0	0	0	0	56.975	18.053	209.576	0	238.026	109.507	0
exo_circ_000976	chr4:150735257-150808398:-	370.696	382.014	595.044	0	0	736.222	0	160.544	373.871	445.92	0	0	0	0	0	0	224.546	0	0	261.599	0
exo_circ_000977	chr4:169507036-169537911:-	0	213.291	0	0	0	0	134.507	179.068	142.071	193.01	0	0	0	0	0	0	64.869	0	0	0	0
exo_circ_000978	chr4:53145332-53145582:-	78.041	0	0	0	0	0	166.533	351.962	157.026	0	278.091	0	0	0	0	0	59.879	290.518	0	0	404.842
exo_circ_000979	chr5:179580946-179593645:+	0	655.79	0	0	0	674.87	397.116	598.952	0	492.509	0	0	265.778	0	0	370.096	339.314	0	308.034	255.516	0
exo_circ_000980	chr5:179591624-179594963:+	58.531	159.172	0	5.272	0	0	153.722	55.573	186.935	259.566	0	0	142.381	43.145	0	0	69.859	0	105.011	36.502	0
exo_circ_000981	chr5:31164028-31176016:-	263.389	127.338	0	0	0	262.936	64.051	172.893	0	126.455	95.893	0	0	64.718	94.959	0	0	66.404	56.006	42.586	308.032
exo_circ_000982	chr7:155706859-155718443:+	0	0	95.432	0	976.706	175.291	147.317	216.117	209.368	0	0	502.911	0	107.863	0	0	109.778	0	301.033	139.925	264.028
exo_circ_000983	chr8:47279861-47294030:+	0	44.568	190.863	289.937	0	78.881	0	179.068	82.252	0	0	323.792	199.334	35.954	75.967	0	0	0	0	164.26	132.014
exo_circ_000984	chr11:13413529-13421838:-	224.368	89.136	101.045	532.429	0	0	0	240.816	0	0	0	254.9	218.318	165.39	379.836	568.684	0	0	0	0	352.037
exo_circ_000985	chr11:34957383-34978182:+	575.554	0	0	210.863	0	0	0	111.146	52.342	26.622	0	234.232	408.159	0	208.91	0	144.707	182.611	161.018	139.925	202.421
exo_circ_000986	chr12:5827768-5832603:-	214.613	50.935	297.522	0	0	0	0	277.864	134.594	179.699	0	881.816	0	0	379.836	0	0	0	371.041	0	0
exo_circ_000987	chr12:97492460-97561047:+	0	502.984	168.409	210.863	94.826	0	0	0	0	0	0	13.778	313.239	71.909	332.357	839.487	0	971.16	49.005	24.335	668.87
exo_circ_000988	chr13:114040999-114073837:-	68.286	0	696.09	342.653	0	0	512.408	456.933	119.639	239.599	0	0	0	0	446.308	0	0	0	308.034	249.432	0
exo_circ_000989	chr13:41252644-41260915:-	214.613	63.669	0	0	587.92	61.352	51.241	92.621	44.865	119.8	728.79	82.67	113.905	0	75.967	433.283	89.818	0	70.008	121.674	123.213
exo_circ_000990	chr14:24211410-24211829:-	0	0	0	0	199.134	192.82	0	18.524	119.639	0	0	0	18.984	0	645.722	0	399.193	190.912	0	85.172	272.828
exo_circ_000991	chr15:65752378-65761438:-	965.759	0	0	0	0	0	653.321	438.408	800.084	775.369	0	0	0	647.179	455.804	0	653.678	0	308.034	225.097	721.675
exo_circ_000992	chr1:1815755-1839238:-	0	0	0	189.777	170.686	96.41	83.266	0	0	232.944	0	0	0	0	132.943	0	0	290.518	0	121.674	184.819
exo_circ_000993	chr1:84179176-84197824:+	0	611.222	0	0	0	113.939	467.573	716.273	231.8	911.808	0	0	0	0	313.365	0	259.475	0	616.067	0	0
exo_circ_000994	chr2:181481597-181485992:+	253.634	458.416	0	0	0	157.762	19.215	86.447	67.297	0	0	709.586	408.159	21.573	132.943	0	89.818	0	77.008	194.679	79.208
exo_circ_000995	chr2:69358328-69363670:-	234.124	108.237	280.681	0	0	517.108	51.241	203.767	276.664	366.054	0	0	0	0	37.984	0	0	0	315.034	0	140.815
exo_circ_000996	chr6:75702644-75703072:+	204.858	0	0	0	322.408	0	64.051	67.922	0	212.977	163.019	0	113.905	0	0	0	0	0	70.008	0	0
exo_circ_000997	chr7:152330600-152358675:-	0	25.468	0	0	0	113.939	89.671	407.534	112.161	279.532	0	0	0	0	66.471	0	114.768	0	0	127.758	0
exo_circ_000998	chr9:14639895-14680162:-	0	38.201	0	0	0	192.82	0	0	0	0	0	358.238	0	14.382	0	496.471	94.808	0	28.003	139.925	0
exo_circ_000999	chr9:93471140-93476338:+	214.613	0	0	0	0	0	179.343	154.369	164.503	139.766	0	434.019	0	0	142.439	0	189.617	0	245.027	219.013	290.43
exo_circ_001000	chr10:110885252-110890670:+	0	0	0	0	208.617	254.172	0	0	0	0	0	0	427.144	0	436.812	0	0	323.72	0	48.67	0
exo_circ_001001	chr14:39276933-39279537:+	0	417.031	516.454	1175.562	635.333	113.939	0	0	0	0	628.102	513.244	0	0	0	0	0	0	0	0	726.076
exo_circ_001002	chr14:50150007-50153173:-	117.062	0	0	0	0	0	371.496	179.068	0	0	0	248.011	474.604	230.108	0	0	0	190.912	154.017	0	123.213
exo_circ_001003	chr16:89733481-89737905:+	0	0	0	0	237.065	0	0	0	59.819	93.177	0	172.23	427.144	273.254	180.422	1182.503	49.899	91.306	217.024	127.758	255.227
exo_circ_001004	chr20:35714184-35725155:-	131.694	276.96	544.522	147.604	0	0	0	379.748	142.071	216.305	57.536	0	199.334	0	0	243.722	0	0	105.011	51.711	0
exo_circ_001005	chrX:77633206-77664778:-	0	0	0	0	56.895	210.349	0	0	0	93.177	0	0	123.397	323.59	256.39	252.749	0	547.834	0	0	0
exo_circ_001006	chr2:128164729-128171284:+	195.103	318.345	0	0	0	8.765	185.748	623.651	0	332.776	0	220.454	322.731	496.171	0	0	0	49.803	315.034	0	0
exo_circ_001007	chr3:196391812-196393619:-	321.92	267.409	477.158	0	0	0	153.722	370.486	0	439.265	0	0	0	0	0	0	0	697.243	448.049	711.794	677.671
exo_circ_001008	chr4:112562370-112585725:-	214.613	133.705	0	0	0	70.116	147.317	197.592	0	93.177	575.36	0	56.952	0	0	36.107	159.677	0	98.011	146.009	0
exo_circ_001009	chr4:128074459-128082305:+	0	407.481	0	332.109	0	254.172	275.419	277.864	0	346.088	0	165.34	0	0	332.357	0	319.354	0	0	0	0
exo_circ_001010	chr6:106279660-106308491:-	0	159.172	634.34	432.269	0	350.582	185.748	0	0	0	0	530.467	0	0	0	90.267	89.818	0	245.027	164.26	158.417
exo_circ_001011	chr6:136561532-136562615:-	0	0	0	0	0	0	51.241	296.389	104.684	66.555	0	0	0	143.818	0	0	334.324	398.425	140.015	212.93	0
exo_circ_001012	chr6:42676055-42679832:+	136.572	0	471.545	274.122	0	0	76.861	98.796	127.116	0	0	0	398.667	0	0	0	0	0	0	0	404.842
exo_circ_001013	chr6:89751430-89753622:-	624.329	0	0	0	161.204	0	307.445	98.796	22.432	113.144	0	117.116	0	474.598	0	0	0	0	147.016	91.256	176.018
exo_circ_001014	chr7:16258389-16278226:-	243.879	0	0	231.949	0	0	473.978	314.913	605.671	219.632	0	192.897	0	0	0	0	0	390.124	0	0	0
exo_circ_001015	chr10:68393137-68394451:-	0	337.445	718.544	137.061	0	87.645	44.836	0	97.206	0	0	778.478	417.651	222.917	94.959	270.802	109.778	0	35.004	182.511	246.426
exo_circ_001016	chr11:68185780-68190152:-	0	82.77	0	0	0	0	57.646	12.35	104.684	26.622	335.627	0	0	0	85.463	0	59.879	0	63.007	109.507	0
exo_circ_001017	chr15:92996956-93002317:+	0	0	0	0	322.408	0	0	0	0	0	383.573	0	0	294.826	0	126.374	0	0	175.019	139.925	88.009
exo_circ_001018	chr17:51217333-51225209:-	302.41	108.237	0	0	0	131.468	288.23	228.466	0	239.599	0	0	0	0	85.463	0	79.839	0	0	0	255.227
exo_circ_001019	chr18:8076454-8088851:+	390.206	432.949	0	0	0	96.41	0	0	0	0	0	0	408.159	0	0	586.738	384.223	249.015	0	182.511	0
exo_circ_001020	chr20:16526091-16528440:-	0	89.136	505.226	0	322.408	0	51.241	339.612	119.639	193.01	383.573	0	132.889	0	0	0	339.314	0	273.03	127.758	0
exo_circ_001021	chrX:118442243-118444494:+	0	222.841	0	115.975	0	0	192.153	444.583	239.277	239.599	326.037	0	0	186.963	0	0	194.606	0	140.015	462.362	0
exo_circ_001022	chrX:53561755-53562929:-	0	0	56.136	216.135	85.343	0	0	0	67.297	0	105.483	351.349	75.937	93.481	408.324	0	104.788	0	154.017	176.427	184.819
exo_circ_001023	chr2:33186855-33222151:+	0	0	280.681	711.663	0	0	198.558	197.592	186.935	339.432	0	0	0	0	0	0	49.899	157.71	476.052	0	0
exo_circ_001024	chr3:32544875-32545965:-	0	38.201	0	722.206	483.612	0	115.292	0	254.232	0	0	0	0	136.627	0	0	379.233	0	0	206.846	290.43
exo_circ_001025	chr4:155696755-155703993:+	0	0	0	0	0	0	390.711	358.136	388.826	0	230.144	0	0	0	0	72.214	0	207.513	350.038	0	0
exo_circ_001026	chr4:51863436-51877854:+	0	394.747	0	0	0	534.637	377.901	0	448.645	319.465	0	310.013	0	0	0	0	414.162	730.445	392.043	0	0
exo_circ_001027	chr5:75547009-75552591:+	868.208	471.15	0	221.406	0	517.108	301.04	339.612	605.671	266.221	249.323	551.135	199.334	546.507	294.373	0	0	0	182.02	0	255.227
exo_circ_001028	chr5:81092800-81127163:+	536.533	0	370.499	0	0	157.762	224.179	43.223	0	0	0	213.565	0	0	0	0	0	149.409	42.005	109.507	88.009
exo_circ_001029	chr5:88804597-88823930:-	0	248.309	0	247.764	0	0	108.887	444.583	97.206	299.499	0	0	0	0	0	0	209.576	0	311.534	0	0
exo_circ_001030	chr7:77765494-77773314:+	0	146.439	0	263.579	341.373	0	0	55.573	0	326.121	0	0	0	151.009	189.918	0	9.98	199.212	70.008	0	264.028
exo_circ_001031	chr8:42957093-42964474:+	0	439.316	0	0	758.607	236.643	435.547	314.913	0	612.309	0	0	265.778	0	0	0	0	157.71	91.01	279.85	0
exo_circ_001032	chr9:33948373-33956146:-	0	318.345	0	0	0	0	563.649	277.864	0	0	0	0	370.191	0	227.902	0	354.283	406.725	0	200.762	228.824
exo_circ_001033	chr11:95812931-95813589:+	0	0	0	0	0	0	262.609	228.466	284.142	219.632	0	172.23	0	172.581	0	306.909	89.818	0	154.017	395.441	176.018
exo_circ_001034	chr12:116928022-116964854:+	117.062	0	544.522	0	483.612	0	0	135.845	119.639	0	0	0	85.429	0	161.43	0	0	0	0	121.674	193.62
exo_circ_001035	chr12:1180539-1190052:+	0	0	0	0	568.955	0	0	0	14.955	146.422	978.112	248.011	0	0	0	279.829	249.495	0	154.017	0	237.625
exo_circ_001036	chr12:45331294-45357424:+	0	0	0	0	0	0	0	314.913	0	0	210.965	0	332.223	71.909	0	0	19.96	132.808	126.014	152.093	149.616
exo_circ_001037	chr14:80743074-80778046:-	0	120.971	56.136	0	274.995	122.704	0	12.35	0	0	0	192.897	0	35.954	0	0	0	232.414	56.006	170.344	79.208
exo_circ_001038	chr15:29761138-29773357:-	0	0	651.181	400.64	493.094	0	0	18.524	0	0	230.144	34.446	151.873	0	0	415.23	0	0	35.004	115.59	140.815
exo_circ_001039	chr15:64118116-64123546:+	0	0	0	42.173	0	0	64.051	129.67	142.071	79.866	0	96.449	0	316.399	0	0	114.768	0	0	511.031	0
exo_circ_001040	chr18:22936753-22949713:+	78.041	114.604	0	0	0	184.056	0	216.117	179.458	0	0	0	0	0	0	0	29.939	0	231.025	121.674	96.81
exo_circ_001041	chr18:57611636-57615975:-	0	0	813.976	0	0	0	121.697	80.272	164.503	179.699	0	558.024	265.778	460.216	322.861	0	0	190.912	210.023	0	316.833
exo_circ_001042	chr1:113848539-113855049:-	351.185	0	0	664.219	0	0	0	43.223	0	212.977	0	0	0	79.1	0	0	129.738	249.015	84.009	225.097	202.421
exo_circ_001043	chr1:235194012-235214026:-	0	0	774.68	0	0	78.881	0	0	0	0	0	0	939.716	50.336	294.373	0	0	0	420.046	0	220.023
exo_circ_001044	chr1:35413971-35415714:+	0	267.409	0	0	189.652	131.468	108.887	0	0	99.833	0	0	398.667	136.627	0	0	0	0	0	0	0
exo_circ_001045	chr2:135769768-135770735:+	243.879	0	0	780.194	0	0	0	432.234	0	0	930.166	0	0	323.59	0	261.775	528.93	0	0	340.688	519.254
exo_circ_001046	chr2:230357804-230361697:+	58.531	63.669	0	0	293.96	0	0	0	0	0	0	0	0	237.299	170.926	0	259.475	91.306	14.002	170.344	246.426
exo_circ_001047	chr2:23867834-23869761:-	175.593	0	651.181	0	0	0	64.051	179.068	29.91	0	556.182	0	227.81	0	132.943	0	129.738	0	196.021	0	176.018
exo_circ_001048	chr5:151790322-151791062:+	0	0	454.704	0	0	420.698	96.077	203.767	261.71	252.91	0	0	151.873	230.108	0	0	199.596	0	203.022	0	0
exo_circ_001049	chr6:130154824-130184623:-	195.103	44.568	348.045	1249.364	417.234	0	0	49.398	0	0	0	585.581	0	0	142.439	63.187	0	0	35.004	0	114.412
exo_circ_001050	chr6:57193841-57210445:-	0	292.877	0	0	0	0	64.051	0	0	0	0	144.673	616.985	86.291	389.332	216.642	114.768	99.606	77.008	97.339	202.421
exo_circ_001051	chr8:102360070-102361626:-	0	0	241.386	0	0	0	0	395.185	0	0	0	0	0	0	0	0	0	796.849	308.034	0	0
exo_circ_001052	chr8:67105904-67116122:+	380.451	534.819	1111.498	0	0	0	153.722	0	0	0	210.965	0	132.889	0	351.349	0	0	0	0	146.009	0
exo_circ_001053	chr9:33971650-33989126:-	136.572	0	0	479.714	303.443	333.053	0	0	171.981	73.211	0	103.338	0	143.818	199.414	0	0	0	0	54.753	0
exo_circ_001054	chr10:11929864-11952249:-	0	19.101	0	0	0	105.175	115.292	0	0	99.833	0	0	303.747	0	0	0	0	0	0	0	0
exo_circ_001055	chr11:34090178-34090678:+	0	70.036	0	231.949	0	210.349	108.887	0	97.206	239.599	421.931	144.673	208.826	0	0	0	279.435	0	0	85.172	290.43
exo_circ_001056	chr12:26954144-26957743:+	0	286.51	0	0	0	0	345.876	111.146	231.8	272.877	0	0	0	222.917	0	0	0	99.606	0	346.771	0
exo_circ_001057	chr15:64118116-64118854:+	0	25.468	168.409	0	369.821	236.643	0	142.02	0	0	0	0	0	0	0	0	54.889	0	0	170.344	176.018
exo_circ_001058	chr15:94298200-94298730:+	0	0	0	79.074	369.821	0	38.431	142.02	0	0	383.573	888.705	446.128	0	0	0	64.869	182.611	28.003	0	299.231
exo_circ_001059	chr18:2732264-2740821:+	0	0	0	189.777	0	0	153.722	166.719	44.865	13.311	364.395	0	294.254	230.108	0	0	0	265.616	0	158.176	184.819
exo_circ_001060	chr20:35858301-35871829:+	175.593	0	0	753.836	341.373	26.294	0	209.942	0	0	0	0	0	0	351.349	0	0	0	154.017	0	88.009
exo_circ_001061	chr21:36344578-36349408:+	39.021	127.338	0	274.122	0	0	0	104.971	0	133.111	0	0	531.556	675.943	151.935	0	124.748	240.715	0	212.93	0
exo_circ_001062	chr1:180397515-180413471:-	0	76.403	0	0	0	543.402	0	234.641	179.458	66.555	0	0	0	0	208.91	0	219.556	780.248	0	0	228.824
exo_circ_001063	chr1:45457563-45457871:-	0	38.201	0	73.802	246.547	0	115.292	43.223	119.639	26.622	0	0	0	0	47.48	279.829	99.798	0	0	0	281.629
exo_circ_001064	chr1:51834016-51840514:-	0	0	0	0	0	0	320.255	401.36	216.845	279.532	0	0	9.492	0	0	0	194.606	0	0	322.436	167.217
exo_circ_001065	chr1:88740987-88741288:+	0	25.468	0	147.604	0	0	76.861	0	0	86.522	0	0	85.429	115.054	66.471	496.471	0	149.409	0	0	88.009
exo_circ_001066	chr1:97515725-97549744:-	0	152.805	0	695.848	312.925	0	57.646	0	0	46.589	0	0	0	273.254	0	0	0	0	0	334.604	44.005
exo_circ_001067	chr2:68490189-68545312:+	0	0	0	0	0	0	365.091	407.534	0	352.743	0	337.57	0	0	436.812	108.321	114.768	0	0	0	431.245
exo_circ_001068	chr3:196483769-196488683:-	0	95.503	0	100.16	0	0	0	0	104.684	0	0	358.238	189.842	0	246.894	0	0	0	112.012	0	70.407
exo_circ_001069	chr3:47037665-47067118:-	0	0	190.863	0	0	0	0	0	82.252	106.488	0	0	427.144	0	0	0	0	373.523	133.015	54.753	0
exo_circ_001070	chr4:39837855-39842056:-	0	0	0	242.493	142.239	157.762	0	0	0	0	0	0	161.365	0	256.39	0	0	0	91.01	0	0
exo_circ_001071	chr5:176975395-176982623:-	195.103	0	0	0	312.925	411.934	345.876	296.389	500.987	432.609	0	227.343	66.445	0	0	90.267	299.394	0	651.071	246.39	431.245
exo_circ_001072	chr5:50759642-50763242:+	0	0	0	0	0	0	12.81	0	0	79.866	268.501	406.462	0	337.971	0	613.818	0	116.207	91.01	91.256	0
exo_circ_001073	chr7:90747680-90790652:+	0	732.193	0	0	0	0	0	0	515.942	139.766	393.163	0	0	309.208	0	0	618.749	0	231.025	316.353	237.625
exo_circ_001074	chr8:108449822-108450492:+	838.943	0	0	0	0	0	185.748	364.311	231.8	372.71	0	0	0	194.154	0	0	449.092	0	0	0	140.815
exo_circ_001075	chr9:33953284-33963791:-	624.329	0	965.544	0	0	0	326.66	543.379	0	399.332	0	0	0	323.59	0	0	194.606	0	406.044	219.013	440.046
exo_circ_001076	chr10:5796762-5800705:-	0	152.805	0	0	0	0	185.748	49.398	104.684	126.455	0	0	0	46.741	0	0	209.576	535.383	175.019	425.859	26.403
exo_circ_001077	chr10:68737844-68742569:+	809.677	789.495	1077.816	15.815	0	1244.566	0	265.515	523.419	0	1371.275	124.005	958.7	0	0	0	99.798	0	0	212.93	0
exo_circ_001078	chr13:46003138-46045516:-	0	63.669	325.59	906.712	0	0	0	92.621	0	159.733	0	0	0	0	0	0	279.435	166.01	0	91.256	0
exo_circ_001079	chrX:140783174-140784659:+	0	63.669	0	89.617	1014.636	17.529	121.697	0	0	0	0	0	94.921	0	199.414	9.027	0	0	217.024	42.586	70.407
exo_circ_001080	chr1:20840855-20865262:-	292.654	280.143	0	0	0	96.41	76.861	154.369	149.548	106.488	0	0	0	35.954	56.975	0	104.788	0	112.012	36.502	0
exo_circ_001081	chr1:88770351-88786213:+	0	0	0	0	0	0	115.292	18.524	0	119.8	210.965	0	0	0	0	0	0	41.503	21.002	182.511	0
exo_circ_001082	chr2:134253094-134270550:+	0	19.101	0	0	0	0	115.292	364.311	157.026	286.188	0	0	237.302	0	0	18.053	109.778	0	14.002	0	88.009
exo_circ_001083	chr2:147972738-147975975:-	0	120.971	0	416.455	170.686	0	179.343	438.408	0	0	0	151.562	0	460.216	0	0	0	207.513	448.049	839.551	0
exo_circ_001084	chr2:159745769-159748903:+	0	146.439	0	0	0	140.233	172.938	55.573	0	153.077	0	0	0	57.527	0	0	119.758	0	0	0	70.407
exo_circ_001085	chr2:175111567-175121540:-	0	292.877	112.273	0	0	368.111	185.748	277.864	0	0	0	0	1480.764	431.453	313.365	0	0	0	0	267.683	0
exo_circ_001086	chr2:44201185-44209327:+	0	0	0	94.888	0	105.175	0	0	0	272.877	0	0	0	86.291	322.861	0	444.102	166.01	273.03	0	0
exo_circ_001087	chr2:68386501-68394176:+	0	70.036	0	0	199.134	0	0	339.612	306.574	329.449	0	0	0	0	189.918	424.257	0	381.824	259.028	0	246.426
exo_circ_001088	chr2:99169549-99171429:-	0	388.38	0	0	0	262.936	0	0	628.103	545.753	95.893	0	0	0	0	505.497	0	1095.668	0	796.965	0
exo_circ_001089	chr3:138570317-138572984:-	0	171.906	1369.725	411.183	0	709.928	422.737	185.243	0	0	0	0	408.159	934.815	408.324	0	0	473.129	315.034	267.683	0
exo_circ_001090	chr3:197866111-197871462:+	0	50.935	0	258.307	0	0	64.051	0	0	139.766	172.608	199.786	0	366.735	265.885	0	144.707	0	0	0	0
exo_circ_001091	chr4:102580534-102582957:+	0	0	0	0	0	0	64.051	0	0	0	0	310.013	208.826	122.245	493.787	0	0	0	35.004	0	96.81
exo_circ_001092	chr4:118105017-118143684:+	0	0	645.567	0	0	35.058	96.077	0	142.071	292.843	182.197	0	0	0	0	0	189.617	365.223	238.026	115.59	114.412
exo_circ_001093	chr4:82454721-82457038:+	0	0	0	52.716	0	0	172.938	37.049	0	0	0	248.011	0	0	0	0	0	622.538	287.031	0	88.009
exo_circ_001094	chr5:87331347-87353235:+	0	0	0	68.531	56.895	0	0	197.592	336.484	199.666	0	0	0	50.336	0	0	99.798	0	175.019	97.339	114.412
exo_circ_001095	chr6:83096924-83100886:+	0	280.143	0	653.676	0	0	0	67.922	216.845	79.866	278.091	0	616.985	0	0	198.588	109.778	0	105.011	0	0
exo_circ_001096	chr8:18799294-18804898:-	234.124	178.273	0	36.901	66.378	43.823	160.128	30.874	0	93.177	0	544.246	0	0	0	0	109.778	0	0	109.507	0
exo_circ_001097	chr9:112124256-112157613:-	0	0	0	0	227.582	0	326.66	135.845	104.684	232.944	0	0	0	0	227.902	0	74.849	0	0	42.586	105.611
exo_circ_001098	chr9:17309057-17342444:+	0	273.776	319.977	0	0	0	0	148.194	119.639	119.8	0	0	0	0	161.43	0	59.879	0	63.007	0	0
exo_circ_001099	chr10:11936544-11952249:-	0	70.036	0	0	0	394.405	83.266	55.573	0	79.866	134.251	0	0	359.544	0	0	114.768	58.104	0	127.758	228.824
exo_circ_001100	chr10:27131858-27136385:-	0	0	0	0	0	166.526	108.887	0	246.755	299.499	0	0	0	0	0	0	0	0	98.011	249.432	70.407
exo_circ_001101	chr10:68761006-68773099:+	0	0	0	0	0	451.374	454.762	61.748	310.313	99.833	19.179	0	0	64.718	199.414	0	29.939	0	189.021	225.097	123.213
exo_circ_001102	chr12:111552279-111555919:-	0	534.819	1010.453	0	151.721	0	871.094	1228.778	0	0	613.718	916.262	0	0	0	0	0	0	0	833.468	0
exo_circ_001103	chr13:36312144-36312477:-	0	114.604	0	0	0	0	64.051	123.495	142.071	0	0	392.684	0	0	360.845	207.615	0	0	0	0	0
exo_circ_001104	chr14:30902535-30911162:-	97.551	0	0	495.528	0	0	0	135.845	224.323	0	0	0	322.731	0	0	0	319.354	0	168.018	79.088	52.806
exo_circ_001105	chr14:59521573-59543454:-	0	0	0	253.036	0	175.291	179.343	339.612	157.026	339.432	0	0	0	266.063	75.967	0	0	0	189.021	146.009	0
exo_circ_001106	chr14:63998913-64000719:+	117.062	63.669	67.364	411.183	0	0	0	49.398	164.503	0	0	103.338	313.239	0	170.926	595.765	0	0	0	139.925	114.412
exo_circ_001107	chr15:74926765-74929232:-	0	0	0	100.16	0	0	384.306	327.263	157.026	0	0	0	0	0	436.812	162.481	134.728	0	476.052	188.595	52.806
exo_circ_001108	chr15:80098415-80122800:+	0	292.877	0	0	597.403	0	249.799	240.816	0	266.221	354.805	0	389.175	215.726	0	0	294.405	0	0	115.59	0
exo_circ_001109	chr15:90487494-90497340:+	351.185	0	0	284.665	0	0	12.81	0	0	0	0	0	0	71.909	0	0	0	0	168.018	176.427	0
exo_circ_001110	chr18:21765771-21819646:+	0	0	0	247.764	0	0	76.861	123.495	29.91	0	239.733	186.008	332.223	0	0	0	0	0	0	0	396.041
exo_circ_001111	chr20:21365420-21368590:+	0	0	0	216.135	341.373	350.582	0	80.272	119.639	0	278.091	0	0	0	0	0	254.485	323.72	0	0	0
exo_circ_001112	chr1:172068818-172131288:+	0	248.309	0	0	0	0	134.507	148.194	0	246.255	0	0	0	294.826	0	0	44.909	0	0	0	0
exo_circ_001113	chr1:180984676-180993425:-	0	0	0	0	0	0	179.343	314.913	0	119.8	57.536	268.678	0	0	598.242	0	389.213	0	469.051	358.939	607.263
exo_circ_001114	chr1:21715388-21724095:-	0	343.812	0	0	0	376.876	506.003	148.194	0	0	287.68	0	635.969	0	0	0	0	0	196.021	0	184.819
exo_circ_001115	chr2:135769768-135772547:+	243.879	0	0	0	0	52.587	0	0	291.619	0	0	0	0	467.407	536.519	749.219	394.203	0	231.025	413.692	0
exo_circ_001116	chr3:113488944-113506605:-	0	0	0	0	0	525.873	211.368	67.922	0	59.9	0	0	227.81	222.917	0	0	259.475	390.124	0	0	0
exo_circ_001117	chr3:149846010-149872154:+	0	388.38	0	0	0	0	0	0	44.865	0	0	0	18.984	0	0	135.401	0	265.616	84.009	97.339	140.815
exo_circ_001118	chr3:47635189-47638780:-	0	0	0	2187.705	0	0	448.357	0	0	0	0	0	0	186.963	0	0	0	0	0	0	0
exo_circ_001119	chr6:154787860-154792976:+	0	108.237	0	0	0	0	51.241	86.447	0	0	268.501	0	0	0	0	0	144.707	157.71	0	285.934	0
exo_circ_001120	chr6:170543600-170549113:-	546.288	57.302	0	0	0	0	0	0	186.935	113.144	0	68.892	0	0	18.992	0	239.516	0	0	91.256	0
exo_circ_001121	chr8:47396375-47440542:+	0	44.568	0	0	0	0	0	24.699	0	0	115.072	220.454	0	186.963	227.902	0	69.859	124.508	70.008	0	114.412
exo_circ_001122	chr8:68022035-68038292:+	243.879	50.935	0	121.246	862.915	0	0	0	59.819	0	0	0	0	532.125	0	0	214.566	0	0	0	114.412
exo_circ_001123	chr9:85669484-85712566:-	916.984	693.991	0	0	0	0	352.281	456.933	0	0	1006.88	0	313.239	661.561	664.714	604.791	0	0	399.044	657.04	0
exo_circ_001124	chr10:32034689-32037607:-	0	0	308.749	247.764	246.547	157.762	102.482	0	0	0	0	0	0	0	351.349	0	0	323.72	0	200.762	0
